FeedbackSK,Feedback ID,Feedback Type,Resolution Status
1026,1090,Complaint,Resolved
1027,1091,Praise,Resolved
1028,1092,Suggestion,Resolved
1029,1093,Complaint,Pending
1030,1094,Praise,Pending
1031,1095,Complaint,Pending
1032,1096,Complaint,Pending
1033,1097,Praise,Resolved
1034,1098,Suggestion,Resolved
1035,1099,Suggestion,Pending
1036,1100,Suggestion,Resolved
1037,1102,Complaint,Resolved
1038,1103,Suggestion,Pending
1039,1104,Suggestion,Pending
1040,1105,Complaint,Pending
1041,1106,Suggestion,Pending
1042,1107,Complaint,Pending
1043,1108,Suggestion,Pending
1044,1109,Complaint,Pending
1045,1110,Complaint,Resolved
1046,1112,Complaint,Resolved
1047,1113,Suggestion,Resolved
1048,1114,Complaint,Pending
1049,1115,Praise,Resolved
1050,1116,Praise,Pending
1051,1117,Complaint,Pending
1052,1118,Complaint,Resolved
1053,1120,Suggestion,Resolved
1054,1121,Complaint,Resolved
1055,1122,Suggestion,Resolved
1056,1123,Suggestion,Resolved
1057,1124,Praise,Pending
1058,1125,Complaint,Resolved
1059,1126,Complaint,Resolved
1060,1127,Praise,Pending
1061,1128,Suggestion,Pending
1062,1129,Praise,Pending
1063,1130,Complaint,Resolved
1064,1131,Complaint,Pending
1065,1132,Complaint,Pending
1066,1133,Complaint,Pending
1067,1135,Praise,Pending
1068,1136,Complaint,Pending
1069,1137,Suggestion,Resolved
1070,1138,Complaint,Pending
1071,1139,Complaint,Resolved
1072,1140,Praise,Resolved
1073,1141,Complaint,Resolved
1074,1142,Praise,Pending
1075,1143,Suggestion,Pending
1076,1144,Complaint,Resolved
1077,1145,Praise,Resolved
1078,1146,Suggestion,Resolved
1079,1147,Suggestion,Pending
1080,1148,Complaint,Resolved
1081,1149,Suggestion,Resolved
1082,1150,Complaint,Pending
1083,1152,Suggestion,Resolved
1084,1153,Complaint,Pending
1085,1154,Praise,Pending
1086,1155,Praise,Pending
1087,1156,Suggestion,Resolved
1088,1157,Praise,Resolved
1089,1158,Praise,Resolved
1090,1159,Praise,Resolved
1091,1160,Suggestion,Pending
1092,1161,Complaint,Pending
1093,1162,Suggestion,Pending
1094,1163,Praise,Pending
1095,1164,Praise,Pending
1096,1165,Suggestion,Resolved
1097,1166,Praise,Pending
1098,1167,Suggestion,Pending
1099,1168,Praise,Pending
1100,1169,Complaint,Pending
1101,1170,Praise,Resolved
1102,1171,Suggestion,Pending
1103,1172,Suggestion,Pending
1104,1173,Praise,Resolved
1105,1174,Suggestion,Resolved
1106,1175,Praise,Pending
1107,1176,Complaint,Resolved
1108,1177,Praise,Pending
1109,1178,Praise,Pending
1110,1181,Complaint,Pending
1111,1182,Praise,Pending
1112,1183,Praise,Resolved
1113,1184,Complaint,Resolved
1114,1185,Praise,Pending
1115,1186,Praise,Pending
1116,1187,Praise,Pending
1117,1188,Praise,Pending
1118,1189,Praise,Resolved
1119,1190,Complaint,Pending
1120,1191,Complaint,Resolved
1121,1192,Suggestion,Resolved
1122,1193,Praise,Resolved
1123,1194,Praise,Pending
1124,1195,Complaint,Resolved
1125,1196,Suggestion,Resolved
1126,1197,Praise,Resolved
1127,1198,Praise,Resolved
1128,1199,Complaint,Pending
1129,1200,Complaint,Pending
1130,1201,Praise,Resolved
1131,1202,Complaint,Pending
1132,1203,Suggestion,Pending
1133,1204,Complaint,Pending
1134,1205,Complaint,Pending
1135,1206,Praise,Pending
1136,1207,Suggestion,Pending
1137,1208,Praise,Pending
1138,1210,Complaint,Resolved
1139,1211,Suggestion,Pending
1140,1212,Suggestion,Resolved
1141,1213,Suggestion,Pending
1142,1214,Suggestion,Resolved
1143,1215,Complaint,Resolved
1144,1216,Praise,Pending
1145,1217,Complaint,Pending
1146,1218,Praise,Resolved
1147,1219,Complaint,Resolved
1148,1220,Complaint,Resolved
1149,1221,Complaint,Pending
1150,1222,Praise,Pending
1151,1223,Suggestion,Resolved
1152,1224,Complaint,Resolved
1153,1225,Praise,Pending
1154,1226,Praise,Pending
1155,1227,Suggestion,Resolved
1156,1228,Complaint,Pending
1157,1229,Complaint,Resolved
1158,1230,Praise,Pending
1159,1232,Suggestion,Pending
1160,1233,Complaint,Pending
1161,1234,Complaint,Resolved
1162,1235,Praise,Resolved
1163,1236,Praise,Resolved
1164,1237,Suggestion,Resolved
1165,1238,Complaint,Resolved
1166,1239,Praise,Resolved
1167,1240,Complaint,Pending
1168,1241,Praise,Resolved
1169,1242,Praise,Resolved
1170,1243,Praise,Resolved
1171,1244,Suggestion,Resolved
1172,1245,Suggestion,Resolved
1173,1246,Suggestion,Resolved
1174,1247,Suggestion,Resolved
1175,1248,Complaint,Pending
1176,1249,Praise,Pending
1177,1250,Praise,Resolved
1178,1251,Suggestion,Resolved
1179,1252,Praise,Pending
1180,1253,Suggestion,Resolved
1181,1254,Praise,Pending
1182,1255,Suggestion,Pending
1183,1256,Complaint,Pending
1184,1257,Complaint,Resolved
1185,1258,Complaint,Pending
1186,1259,Suggestion,Resolved
1187,1260,Praise,Pending
1188,1261,Praise,Pending
1189,1262,Suggestion,Pending
1190,1263,Suggestion,Resolved
1191,1264,Praise,Pending
1192,1265,Complaint,Resolved
1193,1266,Suggestion,Resolved
1194,1268,Suggestion,Pending
1195,1269,Suggestion,Pending
1196,1270,Complaint,Resolved
1197,1271,Praise,Resolved
1198,1272,Praise,Pending
1199,1273,Complaint,Pending
1200,1274,Suggestion,Resolved
1201,1275,Suggestion,Resolved
1202,1276,Complaint,Pending
1203,1279,Praise,Pending
1204,1280,Suggestion,Pending
1205,1281,Praise,Pending
1206,1282,Complaint,Resolved
1207,1283,Praise,Resolved
1208,1284,Complaint,Pending
1209,1285,Praise,Pending
1210,1286,Suggestion,Resolved
1211,1287,Praise,Pending
1212,1288,Praise,Resolved
1213,1289,Complaint,Pending
1214,1290,Complaint,Resolved
1215,1291,Complaint,Resolved
1216,1292,Suggestion,Resolved
1217,1293,Suggestion,Resolved
1218,1294,Praise,Resolved
1219,1295,Complaint,Pending
1220,1296,Praise,Resolved
1221,1297,Complaint,Pending
1222,1298,Praise,Pending
1223,1299,Suggestion,Resolved
1224,1300,Complaint,Resolved
1225,1301,Suggestion,Resolved
1226,1302,Suggestion,Resolved
1227,1303,Suggestion,Resolved
1228,1304,Praise,Pending
1229,1305,Praise,Resolved
1230,1306,Praise,Pending
1231,1307,Suggestion,Resolved
1232,1308,Praise,Resolved
1233,1309,Suggestion,Pending
1234,1310,Praise,Resolved
1235,1311,Suggestion,Pending
1236,1312,Suggestion,Pending
1237,1313,Complaint,Resolved
1238,1314,Complaint,Pending
1239,1315,Suggestion,Pending
1240,1316,Suggestion,Resolved
1241,1317,Complaint,Resolved
1242,1318,Praise,Resolved
1243,1319,Praise,Resolved
1244,1320,Complaint,Pending
1245,1321,Praise,Resolved
1246,1322,Suggestion,Pending
1247,1323,Complaint,Pending
1248,1324,Suggestion,Resolved
1249,1325,Suggestion,Resolved
1250,1326,Complaint,Resolved
1251,1327,Suggestion,Pending
1252,1328,Complaint,Resolved
1253,1329,Complaint,Pending
1254,1330,Suggestion,Resolved
1255,1331,Complaint,Resolved
1256,1332,Complaint,Pending
1257,1333,Complaint,Pending
1258,1334,Complaint,Resolved
1259,1335,Praise,Pending
1260,1336,Suggestion,Pending
1261,1337,Praise,Pending
1262,1338,Complaint,Pending
1263,1339,Praise,Pending
1264,1340,Suggestion,Resolved
1265,1341,Suggestion,Resolved
1266,1342,Praise,Resolved
1267,1344,Complaint,Pending
1268,1345,Praise,Pending
1269,1346,Suggestion,Pending
1270,1348,Complaint,Pending
1271,1349,Complaint,Resolved
1272,1350,Complaint,Pending
1273,1351,Praise,Resolved
1274,1352,Suggestion,Resolved
1275,1353,Complaint,Resolved
1276,1354,Complaint,Pending
1277,1355,Complaint,Resolved
1278,1356,Suggestion,Pending
1279,1357,Praise,Pending
1280,1358,Suggestion,Pending
1281,1359,Suggestion,Pending
1282,1360,Complaint,Resolved
1283,1361,Praise,Resolved
1284,1362,Suggestion,Pending
1285,1363,Complaint,Pending
1286,1364,Praise,Resolved
1287,1365,Praise,Pending
1288,1366,Praise,Resolved
1289,1368,Praise,Pending
1290,1369,Complaint,Pending
1291,1370,Suggestion,Pending
1292,1371,Complaint,Pending
1293,1372,Complaint,Pending
1294,1373,Suggestion,Pending
1295,1374,Praise,Pending
1296,1375,Suggestion,Pending
1297,1377,Suggestion,Pending
1298,1378,Complaint,Resolved
1299,1379,Praise,Pending
1300,1380,Suggestion,Pending
1301,1381,Suggestion,Resolved
1302,1382,Suggestion,Pending
1303,1383,Praise,Resolved
1304,1384,Suggestion,Pending
1305,1385,Complaint,Resolved
1306,1386,Suggestion,Pending
1307,1387,Suggestion,Resolved
1308,1388,Praise,Pending
1309,1389,Praise,Pending
1310,1390,Complaint,Pending
1311,1391,Complaint,Pending
1312,1392,Suggestion,Pending
1313,1393,Complaint,Pending
1314,1394,Suggestion,Pending
1315,1395,Praise,Resolved
1316,1396,Complaint,Resolved
1317,1398,Complaint,Pending
1318,1399,Praise,Pending
1319,1400,Complaint,Pending
1320,1401,Complaint,Pending
1321,1402,Complaint,Resolved
1322,1403,Complaint,Pending
1323,1404,Suggestion,Pending
1324,1405,Praise,Resolved
1325,1406,Complaint,Pending
1326,1407,Complaint,Resolved
1327,1408,Suggestion,Pending
1328,1409,Complaint,Pending
1329,1410,Praise,Pending
1330,1411,Suggestion,Resolved
1331,1412,Complaint,Resolved
1332,1413,Complaint,Resolved
1333,1414,Praise,Pending
1334,1415,Praise,Pending
1335,1416,Complaint,Resolved
1336,1418,Praise,Pending
1337,1420,Praise,Resolved
1338,1421,Suggestion,Pending
1339,1422,Complaint,Pending
1340,1423,Suggestion,Resolved
1341,1425,Suggestion,Pending
1342,1426,Praise,Pending
1343,1427,Suggestion,Pending
1344,1428,Praise,Resolved
1345,1429,Suggestion,Resolved
1346,1430,Suggestion,Resolved
1347,1431,Complaint,Resolved
1348,1432,Suggestion,Resolved
1349,1433,Complaint,Resolved
1350,1434,Suggestion,Pending
1351,1435,Praise,Pending
1352,1436,Praise,Resolved
1353,1437,Complaint,Pending
1354,1438,Suggestion,Resolved
1355,1439,Complaint,Pending
1356,1440,Complaint,Resolved
1357,1441,Complaint,Pending
1358,1442,Complaint,Resolved
1359,1443,Praise,Pending
1360,1444,Complaint,Pending
1361,1446,Complaint,Resolved
1362,1447,Suggestion,Resolved
1363,1448,Suggestion,Resolved
1364,1449,Praise,Pending
1365,1450,Complaint,Resolved
1366,1451,Complaint,Pending
1367,1452,Complaint,Pending
1368,1453,Praise,Pending
1369,1454,Praise,Pending
1370,1455,Suggestion,Resolved
1371,1456,Suggestion,Resolved
1372,1457,Complaint,Resolved
1373,1458,Suggestion,Resolved
1374,1459,Suggestion,Resolved
1375,1460,Suggestion,Resolved
1376,1461,Suggestion,Pending
1377,1462,Complaint,Resolved
1378,1463,Suggestion,Pending
1379,1464,Suggestion,Resolved
1380,1465,Complaint,Resolved
1381,1466,Suggestion,Resolved
1382,1467,Complaint,Pending
1383,1468,Praise,Pending
1384,1469,Suggestion,Pending
1385,1470,Complaint,Pending
1386,1471,Suggestion,Pending
1387,1472,Complaint,Resolved
1388,1473,Complaint,Resolved
1389,1474,Suggestion,Pending
1390,1475,Suggestion,Pending
1391,1476,Complaint,Pending
1392,1477,Praise,Pending
1393,1478,Complaint,Pending
1394,1479,Suggestion,Pending
1395,1480,Suggestion,Pending
1396,1481,Complaint,Resolved
1397,1482,Praise,Resolved
1398,1483,Complaint,Resolved
1399,1484,Suggestion,Pending
1400,1485,Suggestion,Resolved
1401,1486,Praise,Resolved
1402,1487,Complaint,Pending
1403,1488,Suggestion,Pending
1404,1489,Complaint,Resolved
1405,1491,Suggestion,Resolved
1406,1492,Complaint,Pending
1407,1493,Praise,Pending
1408,1494,Praise,Pending
1409,1495,Complaint,Resolved
1410,1496,Praise,Pending
1411,1497,Suggestion,Resolved
1412,1498,Complaint,Resolved
1413,1499,Suggestion,Resolved
1414,1500,Complaint,Resolved
1415,1502,Complaint,Pending
1416,1503,Suggestion,Resolved
1417,1504,Suggestion,Resolved
1418,1505,Praise,Pending
1419,1506,Complaint,Resolved
1420,1507,Complaint,Pending
1421,1508,Suggestion,Resolved
1422,1509,Suggestion,Resolved
1423,1510,Complaint,Pending
1424,1511,Complaint,Resolved
1425,1512,Complaint,Pending
1426,1513,Praise,Resolved
1427,1514,Suggestion,Pending
1428,1515,Suggestion,Resolved
1429,1516,Suggestion,Resolved
1430,1517,Complaint,Resolved
1431,1518,Praise,Pending
1432,1519,Praise,Pending
1433,1521,Suggestion,Resolved
1434,1522,Complaint,Pending
1435,1523,Praise,Pending
1436,1524,Suggestion,Resolved
1437,1525,Complaint,Resolved
1438,1526,Complaint,Resolved
1439,1527,Complaint,Pending
1440,1528,Suggestion,Resolved
1441,1529,Praise,Pending
1442,1530,Suggestion,Resolved
1443,1531,Complaint,Resolved
1444,1532,Complaint,Resolved
1445,1533,Praise,Resolved
1446,1534,Praise,Pending
1447,1535,Complaint,Pending
1448,1536,Suggestion,Resolved
1449,1537,Suggestion,Resolved
1450,1538,Praise,Resolved
1451,1539,Complaint,Resolved
1452,1541,Suggestion,Pending
1453,1542,Suggestion,Resolved
1454,1543,Complaint,Resolved
1455,1544,Complaint,Resolved
1456,1545,Complaint,Pending
1457,1546,Complaint,Pending
1458,1547,Suggestion,Pending
1459,1548,Suggestion,Resolved
1460,1549,Suggestion,Pending
1461,1550,Praise,Pending
1462,1551,Complaint,Pending
1463,1552,Suggestion,Resolved
1464,1553,Suggestion,Pending
1465,1554,Suggestion,Pending
1466,1555,Praise,Pending
1467,1557,Praise,Resolved
1468,1558,Complaint,Resolved
1469,1559,Suggestion,Resolved
1470,1560,Praise,Resolved
1471,1561,Suggestion,Resolved
1472,1562,Complaint,Resolved
1473,1563,Complaint,Resolved
1474,1564,Suggestion,Resolved
1475,1565,Praise,Resolved
1476,1566,Suggestion,Pending
1477,1567,Complaint,Resolved
1478,1568,Complaint,Pending
1479,1569,Suggestion,Pending
1480,1570,Complaint,Resolved
1481,1571,Complaint,Resolved
1482,1572,Complaint,Resolved
1483,1573,Suggestion,Resolved
1484,1574,Complaint,Resolved
1485,1575,Praise,Resolved
1486,1576,Praise,Resolved
1487,1577,Praise,Pending
1488,1578,Suggestion,Pending
1489,1579,Praise,Resolved
1490,1580,Praise,Resolved
1491,1581,Praise,Pending
1492,1582,Complaint,Resolved
1493,1583,Suggestion,Resolved
1494,1584,Praise,Resolved
1495,1585,Suggestion,Resolved
1496,1586,Suggestion,Pending
1497,1587,Complaint,Pending
1498,1589,Praise,Resolved
1499,1590,Suggestion,Pending
1500,1591,Complaint,Pending
1501,1592,Complaint,Resolved
1502,1593,Praise,Pending
1503,1594,Suggestion,Pending
1504,1595,Complaint,Pending
1505,1596,Praise,Pending
1506,1597,Praise,Resolved
1507,1598,Praise,Resolved
1508,1599,Praise,Pending
1509,1600,Praise,Pending
1510,1601,Praise,Pending
1511,1602,Suggestion,Resolved
1512,1603,Praise,Pending
1513,1604,Complaint,Resolved
1514,1605,Complaint,Pending
1515,1606,Praise,Resolved
1516,1607,Suggestion,Pending
1517,1609,Suggestion,Resolved
1518,1610,Praise,Resolved
1519,1611,Praise,Pending
1520,1612,Praise,Resolved
1521,1613,Complaint,Resolved
1522,1615,Suggestion,Resolved
1523,1616,Praise,Pending
1524,1617,Praise,Resolved
1525,1619,Complaint,Pending
1526,1621,Praise,Resolved
1527,1622,Praise,Pending
1528,1623,Praise,Resolved
1529,1624,Complaint,Resolved
1530,1625,Suggestion,Pending
1531,1627,Complaint,Resolved
1532,1628,Complaint,Resolved
1533,1629,Complaint,Pending
1534,1630,Praise,Resolved
1535,1631,Suggestion,Resolved
1536,1632,Suggestion,Pending
1537,1633,Suggestion,Pending
1538,1634,Suggestion,Resolved
1539,1635,Praise,Pending
1540,1636,Praise,Pending
1541,1638,Complaint,Pending
1542,1639,Suggestion,Resolved
1543,1640,Praise,Resolved
1544,1641,Praise,Resolved
1545,1642,Suggestion,Resolved
1546,1643,Praise,Resolved
1547,1644,Complaint,Pending
1548,1645,Praise,Pending
1549,1646,Suggestion,Resolved
1550,1647,Suggestion,Pending
1551,1648,Complaint,Resolved
1552,1649,Praise,Pending
1553,1650,Praise,Resolved
1554,1651,Complaint,Resolved
1555,1652,Complaint,Resolved
1556,1653,Praise,Pending
1557,1654,Complaint,Pending
1558,1655,Suggestion,Resolved
1559,1656,Praise,Pending
1560,1657,Complaint,Pending
1561,1659,Suggestion,Pending
1562,1660,Suggestion,Resolved
1563,1661,Praise,Pending
1564,1662,Complaint,Pending
1565,1663,Praise,Resolved
1566,1664,Complaint,Resolved
1567,1665,Praise,Pending
1568,1666,Suggestion,Pending
1569,1667,Complaint,Resolved
1570,1668,Complaint,Resolved
1571,1669,Praise,Resolved
1572,1670,Praise,Resolved
1573,1671,Complaint,Pending
1574,1672,Suggestion,Pending
1575,1673,Praise,Resolved
1576,1674,Praise,Pending
1577,1675,Complaint,Pending
1578,1676,Suggestion,Pending
1579,1677,Complaint,Pending
1580,1678,Complaint,Resolved
1581,1679,Praise,Pending
1582,1680,Suggestion,Pending
1583,1681,Complaint,Resolved
1584,1682,Complaint,Pending
1585,1683,Suggestion,Resolved
1586,1684,Praise,Pending
1587,1685,Complaint,Pending
1588,1686,Praise,Pending
1589,1687,Praise,Pending
1590,1689,Suggestion,Pending
1591,1690,Suggestion,Pending
1592,1691,Praise,Resolved
1593,1692,Suggestion,Pending
1594,1693,Complaint,Pending
1595,1694,Praise,Pending
1596,1695,Praise,Pending
1597,1696,Praise,Pending
1598,1697,Complaint,Pending
1599,1698,Suggestion,Pending
1600,1699,Complaint,Pending
1601,1700,Praise,Resolved
1602,1701,Complaint,Pending
1603,1702,Praise,Resolved
1604,1703,Suggestion,Pending
1605,1704,Suggestion,Pending
1606,1705,Praise,Resolved
1607,1706,Praise,Pending
1608,1707,Suggestion,Pending
1609,1708,Suggestion,Resolved
1610,1709,Praise,Pending
1611,1710,Suggestion,Pending
1612,1711,Complaint,Pending
1613,1713,Complaint,Pending
1614,1714,Complaint,Pending
1615,1715,Complaint,Resolved
1616,1716,Praise,Resolved
1617,1717,Complaint,Pending
1618,1718,Suggestion,Resolved
1619,1719,Praise,Resolved
1620,1720,Suggestion,Pending
1621,1721,Praise,Resolved
1622,1722,Suggestion,Resolved
1623,1723,Praise,Pending
1624,1724,Suggestion,Pending
1625,1725,Complaint,Pending
1626,1726,Suggestion,Pending
1627,1727,Praise,Pending
1628,1728,Suggestion,Resolved
1629,1729,Suggestion,Pending
1630,1730,Praise,Resolved
1631,1731,Praise,Pending
1632,1732,Suggestion,Resolved
1633,1733,Suggestion,Resolved
1634,1734,Complaint,Pending
1635,1735,Praise,Pending
1636,1736,Complaint,Resolved
1637,1737,Complaint,Resolved
1638,1738,Praise,Resolved
1639,1739,Praise,Pending
1640,1740,Suggestion,Pending
1641,1741,Praise,Resolved
1642,1742,Praise,Pending
1643,1743,Suggestion,Pending
1644,1745,Praise,Pending
1645,1746,Complaint,Resolved
1646,1747,Praise,Pending
1647,1748,Praise,Resolved
1648,1749,Complaint,Pending
1649,1750,Suggestion,Pending
1650,1751,Complaint,Pending
1651,1752,Praise,Resolved
1652,1753,Suggestion,Resolved
1653,1754,Complaint,Pending
1654,1755,Complaint,Pending
1655,1756,Complaint,Pending
1656,1757,Suggestion,Resolved
1657,1758,Complaint,Pending
1658,1759,Praise,Resolved
1659,1760,Complaint,Pending
1660,1761,Suggestion,Pending
1661,1762,Suggestion,Resolved
1662,1763,Complaint,Pending
1663,1765,Complaint,Resolved
1664,1766,Praise,Resolved
1665,1767,Praise,Pending
1666,1770,Praise,Resolved
1667,1771,Complaint,Pending
1668,1773,Praise,Resolved
1669,1774,Praise,Resolved
1670,1775,Complaint,Pending
1671,1776,Complaint,Resolved
1672,1777,Praise,Pending
1673,1778,Complaint,Pending
1674,1779,Praise,Pending
1675,1780,Praise,Resolved
1676,1781,Suggestion,Resolved
1677,1782,Praise,Resolved
1678,1783,Complaint,Resolved
1679,1784,Suggestion,Pending
1680,1785,Praise,Resolved
1681,1786,Praise,Resolved
1682,1787,Suggestion,Pending
1683,1788,Complaint,Pending
1684,1789,Suggestion,Resolved
1685,1790,Suggestion,Pending
1686,1791,Suggestion,Resolved
1687,1792,Praise,Resolved
1688,1793,Suggestion,Pending
1689,1794,Complaint,Resolved
1690,1795,Suggestion,Pending
1691,1796,Praise,Pending
1692,1797,Complaint,Pending
1693,1798,Complaint,Resolved
1694,1799,Praise,Pending
1695,1800,Suggestion,Pending
1696,1801,Suggestion,Pending
1697,1802,Suggestion,Resolved
1698,1803,Suggestion,Pending
1699,1804,Praise,Resolved
1700,1805,Complaint,Resolved
1701,1807,Suggestion,Resolved
1702,1808,Suggestion,Resolved
1703,1809,Praise,Resolved
1704,1810,Praise,Resolved
1705,1811,Complaint,Pending
1706,1812,Praise,Resolved
1707,1814,Suggestion,Pending
1708,1815,Praise,Resolved
1709,1817,Praise,Pending
1710,1818,Suggestion,Resolved
1711,1819,Praise,Pending
1712,1820,Suggestion,Resolved
1713,1821,Suggestion,Pending
1714,1822,Praise,Resolved
1715,1823,Praise,Pending
1716,1824,Complaint,Resolved
1717,1825,Suggestion,Resolved
1718,1826,Suggestion,Pending
1719,1827,Suggestion,Resolved
1720,1828,Complaint,Resolved
1721,1829,Complaint,Resolved
1722,1830,Complaint,Resolved
1723,1831,Praise,Pending
1724,1832,Suggestion,Resolved
1725,1833,Praise,Resolved
1726,1834,Complaint,Resolved
1727,1835,Praise,Pending
1728,1836,Suggestion,Pending
1729,1837,Complaint,Pending
1730,1838,Complaint,Resolved
1731,1839,Complaint,Resolved
1732,1840,Praise,Resolved
1733,1841,Complaint,Resolved
1734,1842,Suggestion,Pending
1735,1843,Praise,Resolved
1736,1844,Complaint,Pending
1737,1845,Complaint,Resolved
1738,1847,Suggestion,Resolved
1739,1848,Suggestion,Pending
1740,1849,Praise,Pending
1741,1850,Praise,Resolved
1742,1851,Suggestion,Resolved
1743,1852,Suggestion,Resolved
1744,1853,Suggestion,Resolved
1745,1855,Suggestion,Resolved
1746,1856,Praise,Resolved
1747,1857,Praise,Resolved
1748,1858,Suggestion,Pending
1749,1859,Complaint,Resolved
1750,1860,Suggestion,Pending
1751,1861,Praise,Pending
1752,1862,Complaint,Pending
1753,1863,Suggestion,Resolved
1754,1864,Complaint,Pending
1755,1865,Complaint,Pending
1756,1866,Complaint,Pending
1757,1867,Complaint,Resolved
1758,1868,Complaint,Pending
1759,1869,Suggestion,Pending
1760,1870,Praise,Pending
1761,1871,Complaint,Resolved
1762,1872,Complaint,Resolved
1763,1873,Praise,Resolved
1764,1874,Praise,Resolved
1765,1875,Suggestion,Resolved
1766,1876,Suggestion,Pending
1767,1877,Suggestion,Resolved
1768,1878,Praise,Resolved
1769,1879,Complaint,Pending
1770,1880,Praise,Pending
1771,1881,Praise,Pending
1772,1882,Suggestion,Pending
1773,1883,Suggestion,Resolved
1774,1884,Complaint,Resolved
1775,1885,Suggestion,Pending
1776,1886,Suggestion,Resolved
1777,1887,Praise,Pending
1778,1888,Suggestion,Pending
1779,1889,Suggestion,Pending
1780,1890,Praise,Resolved
1781,1891,Complaint,Resolved
1782,1892,Complaint,Pending
1783,1893,Suggestion,Pending
1784,1894,Suggestion,Resolved
1785,1895,Complaint,Resolved
1786,1896,Complaint,Pending
1787,1897,Praise,Resolved
1788,1898,Complaint,Pending
1789,1899,Complaint,Resolved
1790,1900,Complaint,Resolved
1791,1901,Suggestion,Resolved
1792,1902,Complaint,Resolved
1793,1903,Suggestion,Pending
1794,1904,Complaint,Pending
1795,1905,Complaint,Pending
1796,1906,Complaint,Resolved
1797,1907,Complaint,Pending
1798,1908,Complaint,Pending
1799,1909,Praise,Pending
1800,1911,Suggestion,Pending
1801,1912,Suggestion,Pending
1802,1913,Praise,Resolved
1803,1914,Suggestion,Pending
1804,1915,Praise,Resolved
1805,1916,Complaint,Pending
1806,1917,Complaint,Resolved
1807,1918,Complaint,Pending
1808,1919,Praise,Resolved
1809,1920,Praise,Pending
1810,1921,Praise,Pending
1811,1923,Complaint,Resolved
1812,1924,Praise,Pending
1813,1925,Praise,Pending
1814,1926,Complaint,Resolved
1815,1927,Suggestion,Resolved
1816,1928,Suggestion,Pending
1817,1929,Complaint,Pending
1818,1930,Praise,Resolved
1819,1931,Praise,Resolved
1820,1932,Suggestion,Pending
1821,1933,Praise,Pending
1822,1934,Complaint,Pending
1823,1935,Praise,Pending
1824,1936,Suggestion,Pending
1825,1937,Suggestion,Resolved
1826,1938,Complaint,Pending
1827,1939,Suggestion,Pending
1828,1940,Complaint,Pending
1829,1941,Suggestion,Resolved
1830,1942,Complaint,Pending
1831,1943,Complaint,Resolved
1832,1944,Suggestion,Pending
1833,1946,Suggestion,Resolved
1834,1947,Complaint,Resolved
1835,1948,Praise,Pending
1836,1949,Complaint,Pending
1837,1950,Complaint,Resolved
1838,1951,Complaint,Resolved
1839,1952,Praise,Resolved
1840,1953,Praise,Resolved
1841,1954,Suggestion,Resolved
1842,1955,Suggestion,Pending
1843,1956,Complaint,Pending
1844,1957,Praise,Pending
1845,1959,Praise,Resolved
1846,1960,Complaint,Pending
1847,1961,Complaint,Pending
1848,1962,Complaint,Resolved
1849,1963,Praise,Pending
1850,1964,Suggestion,Resolved
1851,1965,Praise,Resolved
1852,1966,Praise,Resolved
1853,1967,Complaint,Resolved
1854,1968,Complaint,Pending
1855,1970,Suggestion,Resolved
1856,1971,Complaint,Resolved
1857,1972,Suggestion,Resolved
1858,1973,Suggestion,Resolved
1859,1974,Complaint,Pending
1860,1975,Complaint,Pending
1861,1976,Praise,Pending
1862,1977,Complaint,Resolved
1863,1978,Praise,Resolved
1864,1979,Praise,Pending
1865,1980,Complaint,Pending
1866,1981,Complaint,Pending
1867,1982,Suggestion,Pending
1868,1983,Suggestion,Pending
1869,1984,Suggestion,Pending
1870,1985,Praise,Pending
1871,1986,Complaint,Pending
1872,1987,Praise,Pending
1873,1988,Suggestion,Resolved
1874,1989,Praise,Resolved
1875,1990,Suggestion,Resolved
1876,1991,Suggestion,Pending
1877,1992,Praise,Resolved
1878,1993,Complaint,Pending
1879,1994,Complaint,Pending
1880,1995,Complaint,Resolved
1881,1996,Praise,Resolved
1882,1997,Complaint,Resolved
1883,1998,Suggestion,Pending
1884,1999,Praise,Resolved
1885,2000,Praise,Resolved
1886,2001,Complaint,Pending
1887,2002,Praise,Pending
1888,2003,Praise,Pending
1889,2004,Praise,Pending
1890,2005,Praise,Resolved
1891,2006,Praise,Pending
1892,2007,Suggestion,Pending
1893,2008,Complaint,Resolved
1894,2009,Complaint,Resolved
1895,2010,Praise,Pending
1896,2011,Praise,Resolved
1897,2012,Complaint,Resolved
1898,2013,Praise,Resolved
1899,2014,Suggestion,Resolved
1900,2015,Complaint,Pending
1901,2016,Suggestion,Resolved
1902,2017,Praise,Pending
1903,2018,Complaint,Pending
1904,2019,Suggestion,Pending
1905,2020,Praise,Pending
1906,2022,Complaint,Pending
1907,2023,Complaint,Resolved
1908,2024,Praise,Pending
1909,2025,Praise,Pending
1910,2026,Suggestion,Resolved
1911,2027,Praise,Resolved
1912,2028,Complaint,Pending
1913,2029,Praise,Resolved
1914,2030,Praise,Resolved
1915,2031,Praise,Pending
1916,2032,Suggestion,Resolved
1917,2033,Praise,Pending
1918,2034,Complaint,Resolved
1919,2035,Praise,Pending
1920,2036,Praise,Pending
1921,2037,Suggestion,Resolved
1922,2038,Suggestion,Pending
1923,2039,Praise,Pending
1924,2040,Suggestion,Pending
1925,2041,Suggestion,Resolved
1926,2042,Suggestion,Pending
1927,2045,Complaint,Resolved
