DateSK,FullDate,Year,Quarter,Month,MonthName,Day,DayName,IsWeekend
1013,2006-06-09,2006,2,6,June,9,Friday,No
1014,2006-06-10,2006,2,6,June,10,Saturday,Yes
1015,2006-06-14,2006,2,6,June,14,Wednesday,No
1016,2006-06-15,2006,2,6,June,15,Thursday,No
1017,2006-06-18,2006,2,6,June,18,Sunday,Yes
1018,2006-06-20,2006,2,6,June,20,Tuesday,No
1019,2006-06-21,2006,2,6,June,21,Wednesday,No
1020,2006-06-22,2006,2,6,June,22,Thursday,No
1021,2006-06-23,2006,2,6,June,23,Friday,No
1022,2006-06-24,2006,2,6,June,24,Saturday,Yes
1023,2006-06-25,2006,2,6,June,25,Sunday,Yes
1024,2006-06-26,2006,2,6,June,26,Monday,No
1025,2006-06-27,2006,2,6,June,27,Tuesday,No
1026,2006-06-30,2006,2,6,June,30,Friday,No
1027,2006-07-03,2006,3,7,July,3,Monday,No
1028,2006-07-05,2006,3,7,July,5,Wednesday,No
1029,2006-07-06,2006,3,7,July,6,Thursday,No
1030,2006-07-07,2006,3,7,July,7,Friday,No
1031,2006-07-09,2006,3,7,July,9,Sunday,Yes
1032,2006-07-11,2006,3,7,July,11,Tuesday,No
1033,2006-07-13,2006,3,7,July,13,Thursday,No
1034,2006-07-20,2006,3,7,July,20,Thursday,No
1035,2006-07-22,2006,3,7,July,22,Saturday,Yes
1036,2006-07-27,2006,3,7,July,27,Thursday,No
1037,2006-07-28,2006,3,7,July,28,Friday,No
1038,2006-08-02,2006,3,8,August,2,Wednesday,No
1039,2006-08-03,2006,3,8,August,3,Thursday,No
1040,2006-08-04,2006,3,8,August,4,Friday,No
1041,2006-08-06,2006,3,8,August,6,Sunday,Yes
1042,2006-08-11,2006,3,8,August,11,Friday,No
1043,2006-08-12,2006,3,8,August,12,Saturday,Yes
1044,2006-08-13,2006,3,8,August,13,Sunday,Yes
1045,2006-08-15,2006,3,8,August,15,Tuesday,No
1046,2006-08-16,2006,3,8,August,16,Wednesday,No
1047,2006-08-18,2006,3,8,August,18,Friday,No
1048,2006-08-19,2006,3,8,August,19,Saturday,Yes
1049,2006-08-20,2006,3,8,August,20,Sunday,Yes
1050,2006-08-22,2006,3,8,August,22,Tuesday,No
1051,2006-08-24,2006,3,8,August,24,Thursday,No
1052,2006-08-25,2006,3,8,August,25,Friday,No
1053,2006-08-29,2006,3,8,August,29,Tuesday,No
1054,2006-08-30,2006,3,8,August,30,Wednesday,No
1055,2006-08-31,2006,3,8,August,31,Thursday,No
1056,2006-09-01,2006,3,9,September,1,Friday,No
1057,2006-09-02,2006,3,9,September,2,Saturday,Yes
1058,2006-09-14,2006,3,9,September,14,Thursday,No
1059,2006-09-17,2006,3,9,September,17,Sunday,Yes
1060,2006-09-18,2006,3,9,September,18,Monday,No
1061,2006-09-19,2006,3,9,September,19,Tuesday,No
1062,2006-09-22,2006,3,9,September,22,Friday,No
1063,2006-09-27,2006,3,9,September,27,Wednesday,No
1064,2006-09-29,2006,3,9,September,29,Friday,No
1065,2006-10-02,2006,4,10,October,2,Monday,No
1066,2006-10-05,2006,4,10,October,5,Thursday,No
1067,2006-10-07,2006,4,10,October,7,Saturday,Yes
1068,2006-10-08,2006,4,10,October,8,Sunday,Yes
1069,2006-10-11,2006,4,10,October,11,Wednesday,No
1070,2006-10-17,2006,4,10,October,17,Tuesday,No
1071,2006-10-18,2006,4,10,October,18,Wednesday,No
1072,2006-10-19,2006,4,10,October,19,Thursday,No
1073,2006-10-20,2006,4,10,October,20,Friday,No
1074,2006-10-22,2006,4,10,October,22,Sunday,Yes
1075,2006-10-25,2006,4,10,October,25,Wednesday,No
1076,2006-10-26,2006,4,10,October,26,Thursday,No
1077,2006-10-31,2006,4,10,October,31,Tuesday,No
1078,2006-11-09,2006,4,11,November,9,Thursday,No
1079,2006-11-10,2006,4,11,November,10,Friday,No
1080,2006-11-11,2006,4,11,November,11,Saturday,Yes
1081,2006-11-13,2006,4,11,November,13,Monday,No
1082,2006-11-14,2006,4,11,November,14,Tuesday,No
1083,2006-11-15,2006,4,11,November,15,Wednesday,No
1084,2006-11-17,2006,4,11,November,17,Friday,No
1085,2006-11-18,2006,4,11,November,18,Saturday,Yes
1086,2006-11-23,2006,4,11,November,23,Thursday,No
1087,2006-11-29,2006,4,11,November,29,Wednesday,No
1088,2006-12-01,2006,4,12,December,1,Friday,No
1089,2006-12-02,2006,4,12,December,2,Saturday,Yes
1090,2006-12-03,2006,4,12,December,3,Sunday,Yes
1091,2006-12-04,2006,4,12,December,4,Monday,No
1092,2006-12-06,2006,4,12,December,6,Wednesday,No
1093,2006-12-07,2006,4,12,December,7,Thursday,No
1094,2006-12-08,2006,4,12,December,8,Friday,No
1095,2006-12-11,2006,4,12,December,11,Monday,No
1096,2006-12-12,2006,4,12,December,12,Tuesday,No
1097,2006-12-13,2006,4,12,December,13,Wednesday,No
1098,2006-12-15,2006,4,12,December,15,Friday,No
1099,2006-12-18,2006,4,12,December,18,Monday,No
1100,2006-12-20,2006,4,12,December,20,Wednesday,No
1101,2006-12-23,2006,4,12,December,23,Saturday,Yes
1102,2006-12-26,2006,4,12,December,26,Tuesday,No
1103,2006-12-27,2006,4,12,December,27,Wednesday,No
1104,2007-01-02,2007,1,1,January,2,Tuesday,No
1105,2007-01-03,2007,1,1,January,3,Wednesday,No
1106,2007-01-04,2007,1,1,January,4,Thursday,No
1107,2007-01-05,2007,1,1,January,5,Friday,No
1108,2007-01-06,2007,1,1,January,6,Saturday,Yes
1109,2007-01-09,2007,1,1,January,9,Tuesday,No
1110,2007-01-10,2007,1,1,January,10,Wednesday,No
1111,2007-01-13,2007,1,1,January,13,Saturday,Yes
1112,2007-01-16,2007,1,1,January,16,Tuesday,No
1113,2007-01-18,2007,1,1,January,18,Thursday,No
1114,2007-01-23,2007,1,1,January,23,Tuesday,No
1115,2007-01-28,2007,1,1,January,28,Sunday,Yes
1116,2007-01-29,2007,1,1,January,29,Monday,No
1117,2007-02-01,2007,1,2,February,1,Thursday,No
1118,2007-02-03,2007,1,2,February,3,Saturday,Yes
1119,2007-02-06,2007,1,2,February,6,Tuesday,No
1120,2007-02-08,2007,1,2,February,8,Thursday,No
1121,2007-02-09,2007,1,2,February,9,Friday,No
1122,2007-02-13,2007,1,2,February,13,Tuesday,No
1123,2007-02-15,2007,1,2,February,15,Thursday,No
1124,2007-02-17,2007,1,2,February,17,Saturday,Yes
1125,2007-02-21,2007,1,2,February,21,Wednesday,No
1126,2007-02-24,2007,1,2,February,24,Saturday,Yes
1127,2007-02-26,2007,1,2,February,26,Monday,No
1128,2007-02-27,2007,1,2,February,27,Tuesday,No
1129,2007-03-02,2007,1,3,March,2,Friday,No
1130,2007-03-03,2007,1,3,March,3,Saturday,Yes
1131,2007-03-13,2007,1,3,March,13,Tuesday,No
1132,2007-03-14,2007,1,3,March,14,Wednesday,No
1133,2007-03-15,2007,1,3,March,15,Thursday,No
1134,2007-03-16,2007,1,3,March,16,Friday,No
1135,2007-03-17,2007,1,3,March,17,Saturday,Yes
1136,2007-03-18,2007,1,3,March,18,Sunday,Yes
1137,2007-03-21,2007,1,3,March,21,Wednesday,No
1138,2007-03-23,2007,1,3,March,23,Friday,No
1139,2007-03-24,2007,1,3,March,24,Saturday,Yes
1140,2007-03-25,2007,1,3,March,25,Sunday,Yes
1141,2007-04-04,2007,2,4,April,4,Wednesday,No
1142,2007-04-06,2007,2,4,April,6,Friday,No
1143,2007-04-08,2007,2,4,April,8,Sunday,Yes
1144,2007-04-09,2007,2,4,April,9,Monday,No
1145,2007-04-11,2007,2,4,April,11,Wednesday,No
1146,2007-04-12,2007,2,4,April,12,Thursday,No
1147,2007-04-13,2007,2,4,April,13,Friday,No
1148,2007-04-14,2007,2,4,April,14,Saturday,Yes
1149,2007-04-15,2007,2,4,April,15,Sunday,Yes
1150,2007-04-19,2007,2,4,April,19,Thursday,No
1151,2007-04-21,2007,2,4,April,21,Saturday,Yes
1152,2007-04-26,2007,2,4,April,26,Thursday,No
1153,2007-04-27,2007,2,4,April,27,Friday,No
1154,2007-04-28,2007,2,4,April,28,Saturday,Yes
1155,2007-04-29,2007,2,4,April,29,Sunday,Yes
1156,2007-05-01,2007,2,5,May,1,Tuesday,No
1157,2007-05-03,2007,2,5,May,3,Thursday,No
1158,2007-05-06,2007,2,5,May,6,Sunday,Yes
1159,2007-05-17,2007,2,5,May,17,Thursday,No
1160,2007-05-20,2007,2,5,May,20,Sunday,Yes
1161,2007-05-21,2007,2,5,May,21,Monday,No
1162,2007-05-22,2007,2,5,May,22,Tuesday,No
1163,2007-05-23,2007,2,5,May,23,Wednesday,No
1164,2007-05-25,2007,2,5,May,25,Friday,No
1165,2007-05-27,2007,2,5,May,27,Sunday,Yes
1166,2007-06-01,2007,2,6,June,1,Friday,No
1167,2007-06-04,2007,2,6,June,4,Monday,No
1168,2007-06-08,2007,2,6,June,8,Friday,No
1169,2007-06-13,2007,2,6,June,13,Wednesday,No
1170,2007-06-15,2007,2,6,June,15,Friday,No
1171,2007-06-16,2007,2,6,June,16,Saturday,Yes
1172,2007-06-20,2007,2,6,June,20,Wednesday,No
1173,2007-06-28,2007,2,6,June,28,Thursday,No
1174,2007-06-30,2007,2,6,June,30,Saturday,Yes
1175,2007-07-02,2007,3,7,July,2,Monday,No
1176,2007-07-09,2007,3,7,July,9,Monday,No
1177,2007-07-10,2007,3,7,July,10,Tuesday,No
1178,2007-07-11,2007,3,7,July,11,Wednesday,No
1179,2007-07-13,2007,3,7,July,13,Friday,No
1180,2007-07-15,2007,3,7,July,15,Sunday,Yes
1181,2007-07-19,2007,3,7,July,19,Thursday,No
1182,2007-07-21,2007,3,7,July,21,Saturday,Yes
1183,2007-07-22,2007,3,7,July,22,Sunday,Yes
1184,2007-07-23,2007,3,7,July,23,Monday,No
1185,2007-07-24,2007,3,7,July,24,Tuesday,No
1186,2007-07-26,2007,3,7,July,26,Thursday,No
1187,2007-07-28,2007,3,7,July,28,Saturday,Yes
1188,2007-08-03,2007,3,8,August,3,Friday,No
1189,2007-08-04,2007,3,8,August,4,Saturday,Yes
1190,2007-08-06,2007,3,8,August,6,Monday,No
1191,2007-08-07,2007,3,8,August,7,Tuesday,No
1192,2007-08-08,2007,3,8,August,8,Wednesday,No
1193,2007-08-11,2007,3,8,August,11,Saturday,Yes
1194,2007-08-13,2007,3,8,August,13,Monday,No
1195,2007-08-14,2007,3,8,August,14,Tuesday,No
1196,2007-08-15,2007,3,8,August,15,Wednesday,No
1197,2007-08-18,2007,3,8,August,18,Saturday,Yes
1198,2007-08-20,2007,3,8,August,20,Monday,No
1199,2007-08-21,2007,3,8,August,21,Tuesday,No
1200,2007-08-24,2007,3,8,August,24,Friday,No
1201,2007-08-26,2007,3,8,August,26,Sunday,Yes
1202,2007-09-01,2007,3,9,September,1,Saturday,Yes
1203,2007-09-04,2007,3,9,September,4,Tuesday,No
1204,2007-09-07,2007,3,9,September,7,Friday,No
1205,2007-09-09,2007,3,9,September,9,Sunday,Yes
1206,2007-09-11,2007,3,9,September,11,Tuesday,No
1207,2007-09-13,2007,3,9,September,13,Thursday,No
1208,2007-09-14,2007,3,9,September,14,Friday,No
1209,2007-09-15,2007,3,9,September,15,Saturday,Yes
1210,2007-09-19,2007,3,9,September,19,Wednesday,No
1211,2007-09-28,2007,3,9,September,28,Friday,No
1212,2007-09-29,2007,3,9,September,29,Saturday,Yes
1213,2007-10-01,2007,4,10,October,1,Monday,No
1214,2007-10-02,2007,4,10,October,2,Tuesday,No
1215,2007-10-08,2007,4,10,October,8,Monday,No
1216,2007-10-11,2007,4,10,October,11,Thursday,No
1217,2007-10-12,2007,4,10,October,12,Friday,No
1218,2007-10-13,2007,4,10,October,13,Saturday,Yes
1219,2007-10-17,2007,4,10,October,17,Wednesday,No
1220,2007-10-18,2007,4,10,October,18,Thursday,No
1221,2007-10-19,2007,4,10,October,19,Friday,No
1222,2007-10-20,2007,4,10,October,20,Saturday,Yes
1223,2007-10-22,2007,4,10,October,22,Monday,No
1224,2007-10-28,2007,4,10,October,28,Sunday,Yes
1225,2007-10-29,2007,4,10,October,29,Monday,No
1226,2007-10-30,2007,4,10,October,30,Tuesday,No
1227,2007-11-03,2007,4,11,November,3,Saturday,Yes
1228,2007-11-05,2007,4,11,November,5,Monday,No
1229,2007-11-10,2007,4,11,November,10,Saturday,Yes
1230,2007-11-11,2007,4,11,November,11,Sunday,Yes
1231,2007-11-14,2007,4,11,November,14,Wednesday,No
1232,2007-11-16,2007,4,11,November,16,Friday,No
1233,2007-11-19,2007,4,11,November,19,Monday,No
1234,2007-11-20,2007,4,11,November,20,Tuesday,No
1235,2007-11-22,2007,4,11,November,22,Thursday,No
1236,2007-11-28,2007,4,11,November,28,Wednesday,No
1237,2007-11-29,2007,4,11,November,29,Thursday,No
1238,2007-12-04,2007,4,12,December,4,Tuesday,No
1239,2007-12-06,2007,4,12,December,6,Thursday,No
1240,2007-12-07,2007,4,12,December,7,Friday,No
1241,2007-12-09,2007,4,12,December,9,Sunday,Yes
1242,2007-12-13,2007,4,12,December,13,Thursday,No
1243,2007-12-14,2007,4,12,December,14,Friday,No
1244,2007-12-19,2007,4,12,December,19,Wednesday,No
1245,2007-12-21,2007,4,12,December,21,Friday,No
1246,2007-12-24,2007,4,12,December,24,Monday,No
1247,2007-12-25,2007,4,12,December,25,Tuesday,No
1248,2007-12-26,2007,4,12,December,26,Wednesday,No
1249,2007-12-27,2007,4,12,December,27,Thursday,No
1250,2007-12-29,2007,4,12,December,29,Saturday,Yes
1251,2007-12-30,2007,4,12,December,30,Sunday,Yes
1252,2007-12-31,2007,4,12,December,31,Monday,No
1253,2008-01-02,2008,1,1,January,2,Wednesday,No
1254,2008-01-05,2008,1,1,January,5,Saturday,Yes
1255,2008-01-06,2008,1,1,January,6,Sunday,Yes
1256,2008-01-08,2008,1,1,January,8,Tuesday,No
1257,2008-01-12,2008,1,1,January,12,Saturday,Yes
1258,2008-01-13,2008,1,1,January,13,Sunday,Yes
1259,2008-01-18,2008,1,1,January,18,Friday,No
1260,2008-01-20,2008,1,1,January,20,Sunday,Yes
1261,2008-01-22,2008,1,1,January,22,Tuesday,No
1262,2008-01-23,2008,1,1,January,23,Wednesday,No
1263,2008-01-25,2008,1,1,January,25,Friday,No
1264,2008-01-26,2008,1,1,January,26,Saturday,Yes
1265,2008-01-28,2008,1,1,January,28,Monday,No
1266,2008-01-29,2008,1,1,January,29,Tuesday,No
1267,2008-01-30,2008,1,1,January,30,Wednesday,No
1268,2008-02-04,2008,1,2,February,4,Monday,No
1269,2008-02-05,2008,1,2,February,5,Tuesday,No
1270,2008-02-07,2008,1,2,February,7,Thursday,No
1271,2008-02-17,2008,1,2,February,17,Sunday,Yes
1272,2008-02-20,2008,1,2,February,20,Wednesday,No
1273,2008-02-21,2008,1,2,February,21,Thursday,No
1274,2008-02-22,2008,1,2,February,22,Friday,No
1275,2008-02-23,2008,1,2,February,23,Saturday,Yes
1276,2008-02-25,2008,1,2,February,25,Monday,No
1277,2008-02-27,2008,1,2,February,27,Wednesday,No
1278,2008-02-29,2008,1,2,February,29,Friday,No
1279,2008-03-01,2008,1,3,March,1,Saturday,Yes
1280,2008-03-03,2008,1,3,March,3,Monday,No
1281,2008-03-05,2008,1,3,March,5,Wednesday,No
1282,2008-03-06,2008,1,3,March,6,Thursday,No
1283,2008-03-08,2008,1,3,March,8,Saturday,Yes
1284,2008-03-11,2008,1,3,March,11,Tuesday,No
1285,2008-03-12,2008,1,3,March,12,Wednesday,No
1286,2008-03-13,2008,1,3,March,13,Thursday,No
1287,2008-03-16,2008,1,3,March,16,Sunday,Yes
1288,2008-03-17,2008,1,3,March,17,Monday,No
1289,2008-03-18,2008,1,3,March,18,Tuesday,No
1290,2008-03-19,2008,1,3,March,19,Wednesday,No
1291,2008-03-24,2008,1,3,March,24,Monday,No
1292,2008-03-28,2008,1,3,March,28,Friday,No
1293,2008-03-29,2008,1,3,March,29,Saturday,Yes
1294,2008-03-30,2008,1,3,March,30,Sunday,Yes
1295,2008-03-31,2008,1,3,March,31,Monday,No
1296,2008-04-01,2008,2,4,April,1,Tuesday,No
1297,2008-04-02,2008,2,4,April,2,Wednesday,No
1298,2008-04-04,2008,2,4,April,4,Friday,No
1299,2008-04-11,2008,2,4,April,11,Friday,No
1300,2008-04-14,2008,2,4,April,14,Monday,No
1301,2008-04-18,2008,2,4,April,18,Friday,No
1302,2008-04-20,2008,2,4,April,20,Sunday,Yes
1303,2008-04-25,2008,2,4,April,25,Friday,No
1304,2008-04-30,2008,2,4,April,30,Wednesday,No
1305,2008-05-02,2008,2,5,May,2,Friday,No
1306,2008-05-03,2008,2,5,May,3,Saturday,Yes
1307,2008-05-06,2008,2,5,May,6,Tuesday,No
1308,2008-05-09,2008,2,5,May,9,Friday,No
1309,2008-05-12,2008,2,5,May,12,Monday,No
1310,2008-05-16,2008,2,5,May,16,Friday,No
1311,2008-05-20,2008,2,5,May,20,Tuesday,No
1312,2008-05-22,2008,2,5,May,22,Thursday,No
1313,2008-05-23,2008,2,5,May,23,Friday,No
1314,2008-05-25,2008,2,5,May,25,Sunday,Yes
1315,2008-05-26,2008,2,5,May,26,Monday,No
1316,2008-05-29,2008,2,5,May,29,Thursday,No
1317,2008-05-31,2008,2,5,May,31,Saturday,Yes
1318,2008-06-01,2008,2,6,June,1,Sunday,Yes
1319,2008-06-04,2008,2,6,June,4,Wednesday,No
1320,2008-06-05,2008,2,6,June,5,Thursday,No
1321,2008-06-11,2008,2,6,June,11,Wednesday,No
1322,2008-06-14,2008,2,6,June,14,Saturday,Yes
1323,2008-06-15,2008,2,6,June,15,Sunday,Yes
1324,2008-06-17,2008,2,6,June,17,Tuesday,No
1325,2008-06-18,2008,2,6,June,18,Wednesday,No
1326,2008-06-20,2008,2,6,June,20,Friday,No
1327,2008-06-21,2008,2,6,June,21,Saturday,Yes
1328,2008-06-29,2008,2,6,June,29,Sunday,Yes
1329,2008-07-02,2008,3,7,July,2,Wednesday,No
1330,2008-07-04,2008,3,7,July,4,Friday,No
1331,2008-07-05,2008,3,7,July,5,Saturday,Yes
1332,2008-07-06,2008,3,7,July,6,Sunday,Yes
1333,2008-07-10,2008,3,7,July,10,Thursday,No
1334,2008-07-11,2008,3,7,July,11,Friday,No
1335,2008-07-13,2008,3,7,July,13,Sunday,Yes
1336,2008-07-17,2008,3,7,July,17,Thursday,No
1337,2008-07-18,2008,3,7,July,18,Friday,No
1338,2008-07-20,2008,3,7,July,20,Sunday,Yes
1339,2008-07-23,2008,3,7,July,23,Wednesday,No
1340,2008-07-25,2008,3,7,July,25,Friday,No
1341,2008-07-27,2008,3,7,July,27,Sunday,Yes
1342,2008-07-28,2008,3,7,July,28,Monday,No
1343,2008-08-01,2008,3,8,August,1,Friday,No
1344,2008-08-02,2008,3,8,August,2,Saturday,Yes
1345,2008-08-11,2008,3,8,August,11,Monday,No
1346,2008-08-13,2008,3,8,August,13,Wednesday,No
1347,2008-08-14,2008,3,8,August,14,Thursday,No
1348,2008-08-15,2008,3,8,August,15,Friday,No
1349,2008-08-17,2008,3,8,August,17,Sunday,Yes
1350,2008-08-18,2008,3,8,August,18,Monday,No
1351,2008-08-19,2008,3,8,August,19,Tuesday,No
1352,2008-08-21,2008,3,8,August,21,Thursday,No
1353,2008-08-22,2008,3,8,August,22,Friday,No
1354,2008-08-26,2008,3,8,August,26,Tuesday,No
1355,2008-09-02,2008,3,9,September,2,Tuesday,No
1356,2008-09-08,2008,3,9,September,8,Monday,No
1357,2008-09-11,2008,3,9,September,11,Thursday,No
1358,2008-09-13,2008,3,9,September,13,Saturday,Yes
1359,2008-09-15,2008,3,9,September,15,Monday,No
1360,2008-09-21,2008,3,9,September,21,Sunday,Yes
1361,2008-09-22,2008,3,9,September,22,Monday,No
1362,2008-09-25,2008,3,9,September,25,Thursday,No
1363,2008-10-02,2008,4,10,October,2,Thursday,No
1364,2008-10-08,2008,4,10,October,8,Wednesday,No
1365,2008-10-09,2008,4,10,October,9,Thursday,No
1366,2008-10-10,2008,4,10,October,10,Friday,No
1367,2008-10-11,2008,4,10,October,11,Saturday,Yes
1368,2008-10-14,2008,4,10,October,14,Tuesday,No
1369,2008-10-18,2008,4,10,October,18,Saturday,Yes
1370,2008-10-20,2008,4,10,October,20,Monday,No
1371,2008-10-22,2008,4,10,October,22,Wednesday,No
1372,2008-10-24,2008,4,10,October,24,Friday,No
1373,2008-10-30,2008,4,10,October,30,Thursday,No
1374,2008-11-01,2008,4,11,November,1,Saturday,Yes
1375,2008-11-02,2008,4,11,November,2,Sunday,Yes
1376,2008-11-03,2008,4,11,November,3,Monday,No
1377,2008-11-06,2008,4,11,November,6,Thursday,No
1378,2008-11-09,2008,4,11,November,9,Sunday,Yes
1379,2008-11-10,2008,4,11,November,10,Monday,No
1380,2008-11-13,2008,4,11,November,13,Thursday,No
1381,2008-11-18,2008,4,11,November,18,Tuesday,No
1382,2008-11-21,2008,4,11,November,21,Friday,No
1383,2008-11-24,2008,4,11,November,24,Monday,No
1384,2008-11-30,2008,4,11,November,30,Sunday,Yes
1385,2008-12-01,2008,4,12,December,1,Monday,No
1386,2008-12-02,2008,4,12,December,2,Tuesday,No
1387,2008-12-08,2008,4,12,December,8,Monday,No
1388,2008-12-09,2008,4,12,December,9,Tuesday,No
1389,2008-12-10,2008,4,12,December,10,Wednesday,No
1390,2008-12-11,2008,4,12,December,11,Thursday,No
1391,2008-12-12,2008,4,12,December,12,Friday,No
1392,2008-12-25,2008,4,12,December,25,Thursday,No
1393,2008-12-27,2008,4,12,December,27,Saturday,Yes
1394,2008-12-29,2008,4,12,December,29,Monday,No
1395,2008-12-30,2008,4,12,December,30,Tuesday,No
1396,2008-12-31,2008,4,12,December,31,Wednesday,No
1397,2009-01-01,2009,1,1,January,1,Thursday,No
1398,2009-01-04,2009,1,1,January,4,Sunday,Yes
1399,2009-01-06,2009,1,1,January,6,Tuesday,No
1400,2009-01-07,2009,1,1,January,7,Wednesday,No
1401,2009-01-10,2009,1,1,January,10,Saturday,Yes
1402,2009-01-12,2009,1,1,January,12,Monday,No
1403,2009-01-23,2009,1,1,January,23,Friday,No
1404,2009-01-24,2009,1,1,January,24,Saturday,Yes
1405,2009-01-25,2009,1,1,January,25,Sunday,Yes
1406,2009-01-26,2009,1,1,January,26,Monday,No
1407,2009-01-29,2009,1,1,January,29,Thursday,No
1408,2009-01-31,2009,1,1,January,31,Saturday,Yes
1409,2009-02-06,2009,1,2,February,6,Friday,No
1410,2009-02-09,2009,1,2,February,9,Monday,No
1411,2009-02-11,2009,1,2,February,11,Wednesday,No
1412,2009-02-12,2009,1,2,February,12,Thursday,No
1413,2009-02-13,2009,1,2,February,13,Friday,No
1414,2009-02-15,2009,1,2,February,15,Sunday,Yes
1415,2009-02-17,2009,1,2,February,17,Tuesday,No
1416,2009-02-18,2009,1,2,February,18,Wednesday,No
1417,2009-02-20,2009,1,2,February,20,Friday,No
1418,2009-02-22,2009,1,2,February,22,Sunday,Yes
1419,2009-02-23,2009,1,2,February,23,Monday,No
1420,2009-02-25,2009,1,2,February,25,Wednesday,No
1421,2009-02-26,2009,1,2,February,26,Thursday,No
1422,2009-03-01,2009,1,3,March,1,Sunday,Yes
1423,2009-03-03,2009,1,3,March,3,Tuesday,No
1424,2009-03-05,2009,1,3,March,5,Thursday,No
1425,2009-03-09,2009,1,3,March,9,Monday,No
1426,2009-03-11,2009,1,3,March,11,Wednesday,No
1427,2009-03-12,2009,1,3,March,12,Thursday,No
1428,2009-03-14,2009,1,3,March,14,Saturday,Yes
1429,2009-03-20,2009,1,3,March,20,Friday,No
1430,2009-03-25,2009,1,3,March,25,Wednesday,No
1431,2009-03-26,2009,1,3,March,26,Thursday,No
1432,2009-03-27,2009,1,3,March,27,Friday,No
1433,2009-04-01,2009,2,4,April,1,Wednesday,No
1434,2009-04-02,2009,2,4,April,2,Thursday,No
1435,2009-04-03,2009,2,4,April,3,Friday,No
1436,2009-04-06,2009,2,4,April,6,Monday,No
1437,2009-04-09,2009,2,4,April,9,Thursday,No
1438,2009-04-12,2009,2,4,April,12,Sunday,Yes
1439,2009-04-19,2009,2,4,April,19,Sunday,Yes
1440,2009-04-21,2009,2,4,April,21,Tuesday,No
1441,2009-04-23,2009,2,4,April,23,Thursday,No
1442,2009-04-24,2009,2,4,April,24,Friday,No
1443,2009-04-28,2009,2,4,April,28,Tuesday,No
1444,2009-04-29,2009,2,4,April,29,Wednesday,No
1445,2009-04-30,2009,2,4,April,30,Thursday,No
1446,2009-05-04,2009,2,5,May,4,Monday,No
1447,2009-05-06,2009,2,5,May,6,Wednesday,No
1448,2009-05-07,2009,2,5,May,7,Thursday,No
1449,2009-05-11,2009,2,5,May,11,Monday,No
1450,2009-05-15,2009,2,5,May,15,Friday,No
1451,2009-05-17,2009,2,5,May,17,Sunday,Yes
1452,2009-05-18,2009,2,5,May,18,Monday,No
1453,2009-05-19,2009,2,5,May,19,Tuesday,No
1454,2009-05-20,2009,2,5,May,20,Wednesday,No
1455,2009-05-22,2009,2,5,May,22,Friday,No
1456,2009-05-23,2009,2,5,May,23,Saturday,Yes
1457,2009-05-25,2009,2,5,May,25,Monday,No
1458,2009-05-29,2009,2,5,May,29,Friday,No
1459,2009-05-30,2009,2,5,May,30,Saturday,Yes
1460,2009-05-31,2009,2,5,May,31,Sunday,Yes
1461,2009-06-02,2009,2,6,June,2,Tuesday,No
1462,2009-06-03,2009,2,6,June,3,Wednesday,No
1463,2009-06-04,2009,2,6,June,4,Thursday,No
1464,2009-06-05,2009,2,6,June,5,Friday,No
1465,2009-06-06,2009,2,6,June,6,Saturday,Yes
1466,2009-06-07,2009,2,6,June,7,Sunday,Yes
1467,2009-06-10,2009,2,6,June,10,Wednesday,No
1468,2009-06-11,2009,2,6,June,11,Thursday,No
1469,2009-06-12,2009,2,6,June,12,Friday,No
1470,2009-06-13,2009,2,6,June,13,Saturday,Yes
1471,2009-06-14,2009,2,6,June,14,Sunday,Yes
1472,2009-06-24,2009,2,6,June,24,Wednesday,No
1473,2009-06-26,2009,2,6,June,26,Friday,No
1474,2009-06-27,2009,2,6,June,27,Saturday,Yes
1475,2009-06-30,2009,2,6,June,30,Tuesday,No
1476,2009-07-02,2009,3,7,July,2,Thursday,No
1477,2009-07-04,2009,3,7,July,4,Saturday,Yes
1478,2009-07-05,2009,3,7,July,5,Sunday,Yes
1479,2009-07-06,2009,3,7,July,6,Monday,No
1480,2009-07-07,2009,3,7,July,7,Tuesday,No
1481,2009-07-08,2009,3,7,July,8,Wednesday,No
1482,2009-07-11,2009,3,7,July,11,Saturday,Yes
1483,2009-07-14,2009,3,7,July,14,Tuesday,No
1484,2009-07-17,2009,3,7,July,17,Friday,No
1485,2009-07-19,2009,3,7,July,19,Sunday,Yes
1486,2009-07-20,2009,3,7,July,20,Monday,No
1487,2009-07-21,2009,3,7,July,21,Tuesday,No
1488,2009-07-22,2009,3,7,July,22,Wednesday,No
1489,2009-07-26,2009,3,7,July,26,Sunday,Yes
1490,2009-07-27,2009,3,7,July,27,Monday,No
1491,2009-07-31,2009,3,7,July,31,Friday,No
1492,2009-08-02,2009,3,8,August,2,Sunday,Yes
1493,2009-08-07,2009,3,8,August,7,Friday,No
1494,2009-08-11,2009,3,8,August,11,Tuesday,No
1495,2009-08-17,2009,3,8,August,17,Monday,No
1496,2009-08-18,2009,3,8,August,18,Tuesday,No
1497,2009-08-19,2009,3,8,August,19,Wednesday,No
1498,2009-08-21,2009,3,8,August,21,Friday,No
1499,2009-08-23,2009,3,8,August,23,Sunday,Yes
1500,2009-08-25,2009,3,8,August,25,Tuesday,No
1501,2009-08-26,2009,3,8,August,26,Wednesday,No
