CardSK,CardID,Card Type,Credit Limit,Credit Card Balance,Rewards Points
642,682,MasterCard,4527.18,3853.01,4946
643,683,AMEX,2033.63,2778.8,8929
644,684,Visa,9208.22,3682.02,9207
645,685,MasterCard,4301.76,4232.71,2155
646,686,AMEX,8886,1617.12,4443
647,687,AMEX,3859.65,605.86,7195
648,688,MasterCard,7040.48,4055.77,1301
649,689,MasterCard,1085.1,956.79,7833
650,690,AMEX,7278.68,1705.88,1975
651,691,AMEX,7275.51,4406.79,8087
652,692,Visa,2240.51,3325.55,2626
653,694,MasterCard,7148.93,1216.61,6951
654,695,MasterCard,5777.52,776.54,5327
655,696,MasterCard,9328.45,159.05,7496
656,697,Visa,2897.71,1084.44,799
657,698,AMEX,9685.69,3237.98,9874
658,699,AMEX,5436.83,69.76,9873
659,700,MasterCard,9997.78,4812.11,3924
660,701,AMEX,4837.13,1167.95,8279
661,702,Visa,8818.42,1459.12,9853
662,703,AMEX,8525.3,174.08,8185
663,704,Visa,5850.2,348.12,5787
664,705,Visa,7864.12,4993.68,3732
665,706,Visa,7685.19,1671.1,2051
666,707,Visa,2194.45,3398.56,2542
667,708,Visa,7610,3754.78,448
668,709,Visa,7541.88,2467.84,2778
669,710,MasterCard,4873.73,2313.3,9501
670,711,Visa,2383.47,1679.68,8431
671,712,AMEX,5060.94,3509.58,6835
672,713,AMEX,7722.16,2627.22,9424
673,714,MasterCard,8916.62,2134.51,4179
674,715,MasterCard,4320.58,758.39,656
675,716,Visa,4042.87,3338.22,7838
676,717,AMEX,2771.12,2184.71,4179
677,718,Visa,4300.96,521.48,266
678,719,Visa,3150.29,1714.68,4119
679,720,Visa,4030.73,228.31,2073
680,721,MasterCard,5864.91,616.25,1205
681,722,Visa,6111.17,4967.86,9703
682,723,Visa,7674,3956.88,8590
683,724,MasterCard,9847.14,4938.76,4898
684,725,AMEX,1806.01,4702.46,7464
685,727,MasterCard,4688.77,2393.83,7627
686,728,Visa,9708.51,3385.51,951
687,730,AMEX,8895.07,1899.25,4533
688,731,Visa,4653.8,3376.87,2191
689,732,Visa,9628.29,769.5,588
690,733,Visa,1326.6,4475.66,9010
691,734,MasterCard,3177.63,535.83,4497
692,735,Visa,1351.03,4189.57,2701
693,736,Visa,7765.06,3076.2,9674
694,737,MasterCard,6867.44,4298.86,3055
695,738,AMEX,3088.39,1119.73,3007
696,739,MasterCard,1495.81,3186.71,1330
697,740,MasterCard,8130.13,1114.41,7112
698,741,MasterCard,7839.52,1307.16,9633
699,742,Visa,9274.17,567.94,2378
700,743,AMEX,2504.7,4271.37,6869
701,744,Visa,6165.83,4010.68,6324
702,745,MasterCard,9263.7,1407.91,1729
703,746,Visa,2849.93,898.57,5332
704,747,AMEX,6465.99,3991.82,2496
705,748,AMEX,6463.94,2317.35,5721
706,750,MasterCard,8040.26,3407.18,509
707,751,Visa,8105.58,1924.72,1840
708,752,Visa,2725.24,3640.25,7532
709,753,MasterCard,1382.7,1046.8,4209
710,754,MasterCard,7480.24,2839.89,7571
711,755,MasterCard,2213.32,4374.39,3526
712,756,AMEX,7205.1,4057.02,2462
713,757,MasterCard,2352.68,4717.71,4748
714,758,AMEX,8742.98,105.45,4292
715,760,MasterCard,6190.95,1202.2,5010
716,761,MasterCard,5808.93,4722.16,7657
717,762,AMEX,1371.22,1276.11,3369
718,763,MasterCard,8549.06,936.02,4178
719,764,MasterCard,5078.57,3138.65,9564
720,765,AMEX,4330.56,3633.41,4251
721,766,Visa,6679.07,4810.51,9421
722,767,AMEX,5497.86,1505.81,5553
723,768,AMEX,3587.82,2260.28,2545
724,769,Visa,2333.41,3023.73,1101
725,770,MasterCard,1912.07,4119.06,2767
726,771,Visa,3128.52,3907.78,2978
727,772,MasterCard,8830.99,4719.03,5923
728,773,MasterCard,1988.45,2709.92,2464
729,774,MasterCard,8337.05,4108.47,3622
730,775,Visa,8813.81,4017.03,676
731,776,MasterCard,8425.6,1034.72,4020
732,778,MasterCard,2935.22,999.22,9889
733,779,AMEX,9958.81,210.95,1339
734,780,Visa,5885.39,4251.05,8255
735,781,AMEX,8295.67,4509.59,4663
736,782,MasterCard,5367.06,2104.72,5755
737,783,AMEX,2718.38,1824.47,4880
738,784,AMEX,8615.53,2353.58,5417
739,785,MasterCard,5415.74,3142.06,6057
740,786,MasterCard,9750.48,4936.26,5992
741,787,AMEX,8301.88,4358,6958
742,788,AMEX,7754.49,812.67,3742
743,789,MasterCard,7472.24,4385.71,3904
744,790,AMEX,6482.33,2424,454
745,791,MasterCard,9075.18,4025.58,1694
746,792,Visa,6589.66,4225.51,1283
747,793,Visa,9963.85,1891.01,2167
748,794,AMEX,5701.68,140.52,8728
749,795,Visa,1735.85,1824.11,413
750,796,Visa,7816.87,149.9,1217
751,797,MasterCard,1395.87,2570.1,5038
752,798,MasterCard,4471.48,4745.81,2129
753,799,MasterCard,5044.91,4425.55,3366
754,800,AMEX,8991.12,1917.39,4459
755,801,Visa,6049.82,3782.78,7388
756,802,MasterCard,9497.01,3654.78,1694
757,803,AMEX,3161.35,2888.44,747
758,804,MasterCard,3525,3522.74,490
759,805,AMEX,4286.65,4516.8,8226
760,806,MasterCard,7568.56,1406.27,4943
761,807,Visa,7121.54,878.49,5590
762,808,Visa,2852.29,1608.51,4685
763,809,Visa,4633.47,3055.03,1586
764,810,Visa,4166.17,2412.7,1824
765,811,Visa,7833.39,3361.4,8809
766,812,MasterCard,4311.99,2228.34,7549
767,813,AMEX,7803.12,3255.95,4086
768,814,MasterCard,5935.17,443.47,2121
769,815,MasterCard,9483.28,2170.14,2293
770,816,Visa,9799,3228.26,1219
771,817,AMEX,6665.72,1456.4,5511
772,818,Visa,9276.86,1615.11,3047
773,819,Visa,7494.9,101.36,2208
774,820,Visa,7101.01,3933.46,5804
775,821,MasterCard,5189.51,2427.9,1077
776,822,MasterCard,6042.14,832.81,1386
777,823,AMEX,4504.85,3151.49,5151
778,824,MasterCard,2574.72,597.29,8290
779,825,Visa,9322.52,2324.79,4640
780,826,AMEX,2906.87,673.53,4388
781,827,AMEX,5877.33,3383.15,2473
782,828,AMEX,7633.88,945.67,7999
783,829,Visa,8411.78,4769.07,6564
784,830,Visa,4200.46,3008.18,8476
785,831,AMEX,6920.93,110.76,4986
786,832,AMEX,4988.56,2098.99,9079
787,833,MasterCard,8395.6,802.31,584
788,834,Visa,6914.44,3026.02,6067
789,835,MasterCard,1420.69,3825.98,587
790,836,Visa,6489.69,1542.25,2221
791,837,Visa,7321.79,3377.74,94
792,839,Visa,1456.11,4526.51,7647
793,841,AMEX,5506.56,1775.32,2350
794,842,MasterCard,6770,1365.02,5655
795,843,AMEX,7887.78,2852.91,9850
796,844,AMEX,2209.11,4080.59,6498
797,845,MasterCard,5877.22,3219.57,7453
798,846,Visa,5685.47,4915.12,5845
799,847,Visa,5636.04,197.53,4235
800,848,Visa,4720.1,995.23,7201
801,849,AMEX,8646.1,4256.83,9637
802,850,Visa,1569.78,1963.33,9212
803,851,MasterCard,4463.53,3893.9,3580
804,852,Visa,6325.8,4858.38,9549
805,853,AMEX,9180.25,2951.17,9629
806,855,MasterCard,2180.3,1922.44,8499
807,856,AMEX,7128.74,4496.07,6528
808,858,Visa,6283.49,3019.84,925
809,859,AMEX,6139.69,138.16,9977
810,860,AMEX,2551.29,2473.08,4316
811,861,MasterCard,8369.84,4975.47,6266
812,862,Visa,5860.66,2246.13,1713
813,863,Visa,4477.54,4785.14,900
814,864,MasterCard,2852.97,4907.18,97
815,865,MasterCard,9244.32,3231.91,3791
816,866,MasterCard,3178.46,1500.49,5448
817,867,Visa,9414.01,977.35,6728
818,868,AMEX,5872.85,2730.63,3878
819,869,Visa,5525.41,524.8,7253
820,870,Visa,5246.01,2530.18,7659
821,871,Visa,8934.92,3288.61,9410
822,872,AMEX,8325.85,2194.95,7951
823,873,MasterCard,7086.35,752.24,8264
824,874,MasterCard,5714.41,4027.61,1269
825,875,AMEX,6910.79,2705.63,9881
826,876,Visa,3188.76,1351.88,3857
827,877,Visa,5471.66,78.45,2244
828,878,AMEX,2266.86,2720.97,7464
829,879,Visa,2154.64,3836.14,1555
830,880,Visa,7377.96,1819.63,5410
831,881,MasterCard,9486.64,3305.09,5556
832,882,MasterCard,8222.72,3978.41,946
833,883,MasterCard,9450.69,2348.58,2471
834,884,Visa,2996.84,1350.78,9139
835,885,MasterCard,3355,2069,3910
836,886,MasterCard,4814.94,3806.09,1160
837,887,AMEX,4448.5,1092.03,6296
838,888,Visa,3682.79,1275.93,2579
839,889,AMEX,3631.48,1798.64,7560
840,890,Visa,9217.54,3137.62,520
841,891,AMEX,2628.1,1203.88,8718
842,892,AMEX,8869.53,2475.04,4509
843,893,AMEX,5589.39,3175.18,9652
844,894,MasterCard,9342.19,2608.73,8803
845,895,MasterCard,1160.7,33.63,7057
846,896,MasterCard,2997.87,2501.06,4690
847,897,Visa,5490.11,1778.63,5469
848,898,AMEX,2273.3,229.18,9742
849,899,AMEX,2935.26,4575.91,1841
850,900,Visa,5268.03,3247.13,5801
851,901,Visa,7909.7,4566.88,1822
852,902,MasterCard,8067.63,1527.43,5625
853,903,AMEX,6540.18,4620.6,3418
854,904,AMEX,9181.12,2207.24,2640
855,905,MasterCard,6664.69,1616.66,5483
856,906,MasterCard,1214.38,4208.11,6960
857,907,MasterCard,5661.8,218.81,6147
858,908,Visa,9708.31,3658.22,6416
859,909,AMEX,6905.21,4322.17,3760
860,910,Visa,7195.72,4356.67,4927
861,911,AMEX,2027.14,158.8,3790
862,912,MasterCard,4237.25,4408.16,5750
863,913,Visa,8617.36,3576.37,9069
864,914,AMEX,1992.92,4227.42,3578
865,915,AMEX,8553.12,3336.96,2927
866,916,Visa,6158.21,3745.14,9976
867,917,AMEX,4544.77,3087.61,9284
868,918,Visa,9371.82,2353.74,3500
869,919,Visa,1264.99,4643.25,4407
870,920,MasterCard,9341,552.38,8523
871,921,MasterCard,8905.72,318.75,5874
872,922,MasterCard,9881.63,3327.14,1047
873,923,MasterCard,4750.55,3367.99,7352
874,924,Visa,5146.2,4209.52,8798
875,926,MasterCard,1992.25,437.93,2271
876,927,Visa,3192.2,4396.88,1605
877,928,MasterCard,4978,495.63,7332
878,929,AMEX,7459.36,2247.17,1890
879,930,MasterCard,5468.12,3146.79,7627
880,931,AMEX,3066.11,3161.87,8679
881,932,AMEX,3625.95,2240.53,98
882,933,Visa,7747.03,1652.52,9573
883,934,MasterCard,8253.15,1505.69,9709
884,935,AMEX,4925.5,4867.37,7981
885,936,MasterCard,2739.98,1700.28,8726
886,937,AMEX,6173.98,2906.35,4652
887,938,Visa,4601.01,2893.78,3498
888,939,Visa,6750.43,2854.25,634
889,940,Visa,8423.96,3106.09,6448
890,941,AMEX,5752.41,1312.23,7462
891,942,MasterCard,9116.9,1692.92,3277
892,943,Visa,4318.4,352.33,3303
893,945,MasterCard,6135.99,1194.46,619
894,947,MasterCard,5758.64,4166.94,9176
895,948,AMEX,8299.97,2909.46,7885
896,949,AMEX,7269.57,2791.5,9179
897,950,AMEX,4150.33,780,8144
898,951,Visa,6759.31,2223.97,9803
899,952,AMEX,3850.33,2775.92,6933
900,953,AMEX,7449.17,2190.04,969
901,954,MasterCard,6881.12,2669.32,8258
902,955,AMEX,2595.92,74.4,2203
903,956,Visa,7304.82,997.71,8094
904,957,Visa,2176.29,1084.24,7307
905,958,AMEX,1827.48,1890.64,4801
906,959,AMEX,6785.22,4703.78,7565
907,961,AMEX,2446.61,1281.79,3552
908,963,Visa,8829.37,1094.07,9807
909,964,AMEX,2591.88,788.06,8875
910,965,MasterCard,9492.47,1489.53,5961
911,966,AMEX,6454.38,1463.87,1590
912,968,MasterCard,4211.54,3571.62,1196
913,969,AMEX,3892.43,2894.68,1145
914,970,MasterCard,1926.97,2462.58,6160
915,971,MasterCard,2632.8,4742.46,6594
916,972,Visa,3421.85,161.29,9341
917,973,AMEX,7626.11,2020.04,5569
918,974,AMEX,9639.68,3424.39,4011
919,975,MasterCard,5189.77,1602.1,6204
920,976,Visa,4339.45,2377.17,664
921,977,Visa,8731.91,150.44,2676
922,978,Visa,7126.75,1016.18,6133
923,979,AMEX,3203.2,407.83,7528
924,980,AMEX,5843.55,4853.14,3490
925,981,AMEX,8951.27,3721.89,2226
926,982,MasterCard,6939.88,3266.74,7344
927,983,MasterCard,4356.37,10.58,198
928,984,AMEX,4854.01,2332.51,9985
929,985,AMEX,9087.42,3540.39,7465
930,986,MasterCard,7372.54,3041.41,2581
931,987,Visa,5590.43,2572.06,4693
932,988,MasterCard,7103.21,4146.72,2906
933,989,Visa,7168.8,1676.07,6335
934,990,Visa,6106.01,4194.48,1407
935,991,MasterCard,6647.98,1941.39,1169
936,992,AMEX,4177.64,2903.12,9122
937,993,MasterCard,4146.98,2599.19,7962
938,994,MasterCard,4052.42,2052.57,2804
939,995,Visa,1348.12,1332.18,6154
940,996,AMEX,8453.56,2241.49,6106
941,997,AMEX,2417.32,606.55,1595
942,998,MasterCard,1847.75,1720.69,9651
943,999,MasterCard,4805.79,2898.78,2787
944,1000,AMEX,5314.12,308.54,6188
945,1001,AMEX,3368.56,3717.79,2242
946,1002,MasterCard,9608.96,2837.2,3892
947,1003,AMEX,2499.64,4825.05,3723
948,1004,Visa,6163.76,454.5,3859
949,1005,AMEX,6495.95,1133.54,699
950,1006,Visa,6899.14,2690.62,4139
951,1007,MasterCard,8144.87,2425.07,9464
952,1008,Visa,8785.4,2491.97,3711
953,1009,AMEX,3625.06,1709.1,8318
954,1010,Visa,9874.24,4330.49,7547
955,1011,AMEX,4725.32,256.63,4664
956,1012,Visa,8057.37,4361.59,6986
957,1013,AMEX,1368.4,3881.36,8966
958,1014,MasterCard,7708.51,3942.37,5439
959,1015,MasterCard,8474.09,4551.51,9351
960,1016,AMEX,1975.09,2833.36,5462
961,1017,Visa,3754.59,4329.21,2651
962,1018,MasterCard,5029.69,2025.56,6044
963,1019,Visa,7875.46,3421.38,6966
964,1021,Visa,6682.63,4031.97,9441
965,1022,MasterCard,4318.22,173.45,2377
966,1023,AMEX,8828.35,4226.56,2443
967,1024,AMEX,4298.09,587.64,6267
968,1025,Visa,5268.75,779.55,1617
969,1026,AMEX,4978.96,3783.01,2480
970,1027,Visa,8070.41,1183.9,1843
971,1028,Visa,8389.16,2456.63,5806
972,1029,Visa,9152.65,2493.1,9594
973,1031,MasterCard,9199.25,4662.69,3832
974,1032,MasterCard,3608.12,2819.36,9594
975,1033,Visa,8902.3,3585.2,6662
976,1034,Visa,8714.13,4451.47,7422
977,1035,MasterCard,5092.77,3073.67,9110
978,1036,MasterCard,8185.88,3474.26,8006
979,1037,MasterCard,7689.56,2211.89,8271
980,1038,MasterCard,1404.91,4977.26,9476
981,1039,Visa,1235.83,3879.55,4085
982,1041,MasterCard,9534.37,636.22,389
983,1042,Visa,7415.98,114.49,7192
984,1043,AMEX,4730.1,2617.44,2335
985,1044,MasterCard,2987.37,3657.57,3776
986,1045,MasterCard,9530.18,4164.84,8440
987,1046,MasterCard,3198.87,4244.09,2673
988,1047,Visa,5893.54,1434.83,1083
989,1048,Visa,3188.56,3795.68,5744
990,1049,AMEX,7540.93,786.83,9733
991,1050,AMEX,2552.52,2596.47,7774
992,1051,Visa,6358.93,1176.95,674
993,1052,Visa,6846.65,1158.39,7437
994,1053,MasterCard,9675.61,1498.5,5473
995,1055,MasterCard,5365.41,1674.09,6798
996,1056,MasterCard,4534.66,4566.86,9077
997,1057,MasterCard,1952.35,3434.3,8507
998,1059,MasterCard,3224.65,2007.13,6335
999,1060,MasterCard,3813.52,825.18,2661
1000,1061,MasterCard,1106.68,3606.06,9182
1001,1062,MasterCard,6931.13,4912.68,3557
1002,1063,MasterCard,7829.76,2493.98,9636
1003,1065,MasterCard,2233.28,1379.47,1779
1004,1066,AMEX,8406.67,2905.19,8569
1005,1067,AMEX,7612.55,2725.77,4001
1006,1068,Visa,2113.9,3979.68,7087
1007,1071,AMEX,2474.91,1774.06,737
1008,1072,Visa,4945.25,2920.52,1484
1009,1073,Visa,8667.64,676.98,7775
1010,1074,MasterCard,8346.43,4774.61,6472
1011,1075,AMEX,6275.02,2303.11,2273
1012,1076,AMEX,6037.1,2516.75,7199
1013,1077,Visa,6891.81,2053.7,1875
1014,1078,Visa,9777.88,1936.39,6718
1015,1079,AMEX,8409.74,2281.83,1065
1016,1080,MasterCard,2919.65,1211.95,9571
1017,1081,MasterCard,5201.39,739.4,4601
1018,1082,AMEX,7718.32,2181.63,1394
1019,1083,Visa,8633.33,3382.33,1079
1020,1084,Visa,1760.87,1782.18,5130
1021,1085,AMEX,7244.84,539.95,7752
1022,1086,AMEX,2375.89,2619.81,1153
1023,1087,Visa,1953.81,2620.36,1277
1024,1088,AMEX,8591.74,844.57,4762
1025,1089,AMEX,8079.54,1715.46,4725
1026,1090,AMEX,7719.32,3946.56,6213
1027,1091,AMEX,1217.79,160.8,2176
1028,1092,Visa,3311.74,475.26,4411
1029,1093,Visa,4879.99,3503.37,8037
1030,1094,Visa,8920.41,2862.4,1458
1031,1095,MasterCard,5708.52,2894.09,8978
1032,1096,Visa,5487.75,2288.44,1664
1033,1097,AMEX,1041.54,429.49,301
1034,1098,MasterCard,8467.8,264.52,4982
1035,1099,MasterCard,6265.88,1620.81,1920
1036,1100,MasterCard,4342.23,283.28,2430
1037,1102,AMEX,4773.96,3395.14,7056
1038,1103,MasterCard,3148.49,3091.38,4104
1039,1104,MasterCard,5051.75,3646.69,2570
1040,1105,MasterCard,3758.48,4760.38,8985
1041,1106,MasterCard,1395.76,4837.23,9352
1042,1107,AMEX,9931.99,1427.41,9653
1043,1108,Visa,5030.44,1458.1,7364
1044,1109,MasterCard,8321.98,3716.89,9572
1045,1110,MasterCard,2045.13,4950.04,5537
1046,1112,MasterCard,5724.37,926.52,3857
1047,1113,AMEX,9582.46,3643.88,6082
1048,1114,Visa,8232.48,1926.47,6392
1049,1115,MasterCard,4719.5,400.09,666
1050,1116,Visa,8148.72,3743.25,3462
1051,1117,MasterCard,4672.3,2040.67,5246
1052,1118,Visa,7847.36,2956.73,9385
1053,1120,Visa,4356.5,4104.34,7967
1054,1121,AMEX,6450.98,3107.17,3908
1055,1122,MasterCard,5867.94,4679.57,6785
1056,1123,Visa,4559.31,2423.96,3042
1057,1124,MasterCard,9438.67,2651.5,6890
1058,1125,MasterCard,5536.37,1520.49,9553
1059,1126,AMEX,7491.26,659.49,6546
1060,1127,AMEX,4752.62,3142.62,1092
1061,1128,AMEX,7509.53,1462.96,8391
1062,1129,Visa,8131.42,3570.85,9393
1063,1130,AMEX,5923.87,3103.32,6692
1064,1131,Visa,1294.28,1406.59,6425
1065,1132,MasterCard,5537.8,2786.99,395
1066,1133,MasterCard,9090.03,4941.75,8627
1067,1135,MasterCard,6257.87,2084.02,5658
1068,1136,Visa,1307.85,3437.03,3940
1069,1137,Visa,5385.16,916.51,5248
1070,1138,AMEX,7227.1,50.73,5907
1071,1139,AMEX,4424.61,4197.65,6161
1072,1140,AMEX,2025.46,2070.77,238
1073,1141,AMEX,9526.63,907.54,5253
1074,1142,AMEX,9397.82,1576.49,951
1075,1143,MasterCard,8157.04,4613.1,3932
1076,1144,AMEX,2869.12,4461.94,2536
1077,1145,MasterCard,7955.9,3254.65,4206
1078,1146,AMEX,4014.21,460.28,754
1079,1147,MasterCard,6481.67,3589.95,836
1080,1148,AMEX,5025.38,4450.66,5748
1081,1149,MasterCard,3253.75,4594.89,2489
1082,1150,AMEX,6877.55,1931.92,1543
1083,1152,Visa,5754.91,4804.57,704
1084,1153,Visa,2458.29,4052.19,5093
1085,1154,MasterCard,5450.79,2163.5,1544
1086,1155,MasterCard,7921.05,3160.38,2275
1087,1156,AMEX,8618.53,1987.64,8791
1088,1157,AMEX,1242.56,2286.23,5201
1089,1158,AMEX,2679.47,1638.97,6631
1090,1159,AMEX,9370.63,278.13,8435
1091,1160,Visa,8035.34,4985.57,6858
1092,1161,AMEX,7466.56,1197.72,2589
1093,1162,Visa,2241.51,1450.45,5597
1094,1163,MasterCard,1039.24,1624.73,5680
1095,1164,MasterCard,6299.1,1221.4,7527
1096,1165,Visa,8794.37,1629.02,3428
1097,1166,MasterCard,1641.27,2833.25,7315
1098,1167,AMEX,1624.41,395.65,9095
1099,1168,MasterCard,9986.98,357.68,4330
1100,1169,MasterCard,3127.45,2310.24,1918
1101,1170,Visa,6987.54,3483.12,6326
1102,1171,MasterCard,6020.38,1086.74,1800
1103,1172,AMEX,4730.75,2600.86,4888
1104,1173,AMEX,8226.33,2202.35,3112
1105,1174,Visa,3140.76,2261.2,515
1106,1175,Visa,3518.74,3507.98,5736
1107,1176,AMEX,3397.48,2985.65,2198
1108,1177,MasterCard,5924.46,2347.98,8344
1109,1178,MasterCard,6904.46,1351.78,717
1110,1181,AMEX,2063.96,2079.59,3421
1111,1182,AMEX,6862.46,673.7,1113
1112,1183,AMEX,6628.82,1590.72,7156
1113,1184,MasterCard,8471.29,3183.75,1647
1114,1185,MasterCard,3578.59,3933.87,6565
1115,1186,Visa,7593.35,1177.98,2007
1116,1187,Visa,3566.55,3209.15,6000
1117,1188,Visa,7765.08,1366.82,2955
1118,1189,AMEX,6471.83,2077.41,8546
1119,1190,Visa,4725.56,4571.72,6130
1120,1191,Visa,6715.75,505.68,4810
1121,1192,MasterCard,8607.87,4919.67,3332
1122,1193,AMEX,2997.32,3212.02,2605
1123,1194,Visa,6535.02,3044.75,929
1124,1195,Visa,9939.97,1072.49,1356
1125,1196,AMEX,8176.69,972.94,9349
1126,1197,Visa,3694.05,4614.54,3692
1127,1198,MasterCard,8060.96,801.34,7395
1128,1199,Visa,5453.8,858.57,5886
1129,1200,MasterCard,8027.33,3501.52,7702
1130,1201,MasterCard,1879.6,3522.1,5507
1131,1202,AMEX,8697.97,1991.91,2945
1132,1203,AMEX,9949.88,4537.7,3624
1133,1204,AMEX,4975.96,4596.13,9068
1134,1205,Visa,5612.72,4206.87,281
1135,1206,AMEX,2683.82,80.3,28
1136,1207,MasterCard,7152.06,1510.65,4504
1137,1208,Visa,1697.83,1451.73,7809
1138,1210,MasterCard,4766.05,4465.41,2522
1139,1211,AMEX,2799.75,4962.99,1619
1140,1212,MasterCard,8424.72,716.78,6398
1141,1213,MasterCard,7760.04,1426.37,6767
1142,1214,AMEX,3697.3,133.57,6462
1143,1215,MasterCard,4476.41,577.21,9318
1144,1216,Visa,3273.29,2497.7,6250
1145,1217,MasterCard,2888.2,1839.57,3351
1146,1218,MasterCard,2992.42,2118.66,124
1147,1219,MasterCard,2204.22,3330.81,8203
1148,1220,AMEX,4050.51,488.43,5489
1149,1221,MasterCard,7243.7,4238.81,7127
1150,1222,MasterCard,3367.96,4327.99,3017
1151,1223,MasterCard,7326.21,814.88,5223
1152,1224,MasterCard,7888.02,3174.14,23
1153,1225,AMEX,4043.8,3451.79,251
1154,1226,AMEX,1519.17,868.92,4975
1155,1227,MasterCard,7460.28,1873.93,5716
1156,1228,MasterCard,2249.96,3461.33,5869
1157,1229,MasterCard,3465.59,3365.26,8533
1158,1230,AMEX,6324.31,4193.39,1665
1159,1232,Visa,7796.72,1614.28,3635
1160,1233,AMEX,3423.02,3764.24,9625
1161,1234,AMEX,8315.01,1243.71,4422
1162,1235,MasterCard,4688.18,2685.45,857
1163,1236,MasterCard,2297.41,686.39,6362
1164,1237,MasterCard,3784.8,785.18,7561
1165,1238,Visa,8396.28,1279.86,5782
1166,1239,MasterCard,4338.49,1469.85,1301
1167,1240,AMEX,4419.57,208.91,4553
1168,1241,AMEX,9787.71,4279.26,3639
1169,1242,MasterCard,5646.32,219.64,3256
1170,1243,AMEX,5471.24,3813.94,8465
1171,1244,Visa,7569.11,1434.92,5877
1172,1245,Visa,9655.27,1992.09,8099
1173,1246,Visa,9903.79,2889.83,5102
1174,1247,MasterCard,8022.16,1123.64,168
1175,1248,AMEX,8843.38,383.63,8333
1176,1249,AMEX,9165.83,4785.56,1872
1177,1250,AMEX,7704.94,4141.34,3122
1178,1251,AMEX,6079.95,3796.88,2350
1179,1252,MasterCard,3250.84,2672.5,6484
1180,1253,AMEX,7558.57,3188.21,5139
1181,1254,MasterCard,5516.44,4321.81,6617
1182,1255,AMEX,9254.59,1944.37,6185
1183,1256,Visa,1012.33,522.93,2264
1184,1257,MasterCard,9282.01,4204.81,7304
1185,1258,MasterCard,9549.61,313.71,7848
1186,1259,AMEX,2975.22,4592.87,4558
1187,1260,AMEX,8911.31,3609.65,1740
1188,1261,AMEX,6311.39,2227.16,1248
1189,1262,Visa,3640.44,3076.8,9921
1190,1263,Visa,7079.42,2675.18,4105
1191,1264,MasterCard,8177.59,2007.83,8281
1192,1265,MasterCard,4793.6,642.75,4007
1193,1266,MasterCard,6590.8,4041.69,3339
1194,1268,MasterCard,1293.41,3512.68,1996
1195,1269,MasterCard,9419.5,1042.12,184
1196,1270,MasterCard,2388.17,1006.51,7966
1197,1271,AMEX,5623.93,4194.95,19
1198,1272,Visa,1766.76,2736.76,7144
1199,1273,MasterCard,8702.13,2264.29,3363
1200,1274,MasterCard,7943.34,466.32,5269
1201,1275,Visa,2740.69,2130.95,7725
1202,1276,AMEX,8324,3517.89,8851
1203,1279,MasterCard,3256.19,2765.84,5542
1204,1280,MasterCard,5244.25,1580.76,9885
1205,1281,MasterCard,3353.71,4529.93,7434
1206,1282,AMEX,7029.25,2962.81,4695
1207,1283,Visa,1489.69,1502.25,6903
1208,1284,Visa,6211.43,1569.54,3415
1209,1285,AMEX,7636.92,645.38,5482
1210,1286,MasterCard,2758.55,2188.18,6739
1211,1287,AMEX,3132.61,342.15,3030
1212,1288,Visa,7531.02,2203.26,1436
1213,1289,Visa,4741.22,602.55,8572
1214,1290,Visa,6606.06,3385.87,7179
1215,1291,MasterCard,4840.01,3255.43,914
1216,1292,Visa,4769.17,4191.7,2207
1217,1293,AMEX,3704.9,4612.04,4181
1218,1294,MasterCard,6265.48,3269.5,1057
1219,1295,Visa,6393.97,771.43,4453
1220,1296,Visa,7769.65,2541.37,9675
1221,1297,MasterCard,5514.95,4705.92,5308
1222,1298,Visa,6057.25,996.38,5841
1223,1299,MasterCard,8628.04,1946.68,6764
1224,1300,MasterCard,1363.31,3740.27,3449
1225,1301,Visa,5675.4,3816.41,6464
1226,1302,MasterCard,2136.27,4746.99,1153
1227,1303,MasterCard,7169.51,1235.84,6243
1228,1304,AMEX,9049.08,4291.5,9743
1229,1305,Visa,4821.9,262.54,8169
1230,1306,Visa,6722.29,728.99,4790
1231,1307,MasterCard,4324.96,4715.19,6232
1232,1308,Visa,7803.04,4403.77,8234
1233,1309,AMEX,6303.97,304.68,1107
1234,1310,AMEX,6463.81,338.14,4863
1235,1311,AMEX,2560.56,1759.6,9904
1236,1312,AMEX,1061.53,1999.9,3323
1237,1313,Visa,6632,2339.15,9702
1238,1314,MasterCard,2010.27,2742.47,6362
1239,1315,MasterCard,2201.37,653.15,1856
1240,1316,AMEX,2473.07,4932.07,3798
1241,1317,AMEX,4599.52,4789.2,1209
1242,1318,AMEX,3202.51,2044.23,409
1243,1319,Visa,9581.81,2438.65,1315
1244,1320,MasterCard,7091.64,1815.74,3201
1245,1321,MasterCard,2747.87,3253.4,3687
1246,1322,MasterCard,8234.94,3496.53,2284
1247,1323,Visa,3522.65,2676.94,4181
1248,1324,AMEX,8198.32,4621.51,8305
1249,1325,AMEX,5221.32,1733.44,4270
1250,1326,AMEX,5319.75,1300.29,9623
1251,1327,MasterCard,4441.96,3278.37,4935
1252,1328,Visa,3221.81,812.9,332
1253,1329,Visa,7183.24,2886.17,6348
1254,1330,Visa,5530.39,1616.43,3400
1255,1331,MasterCard,1079.86,686.57,1500
1256,1332,AMEX,3894.17,1582.32,7922
1257,1333,MasterCard,7896.26,1012.71,8073
