TransactionID,CustomerSK,LoanSK,CardSK,FeedbackSK,TimeSK,Transaction Amount,Account Balance After Transaction,Interest Rate,Credit Card Balance,Rewards Points,Anomaly
1061,1000,1000,1000,1000,4521,1906.34,3383.27,2.75,3606.06,9182,1
1062,1001,1001,1001,1001,4424,1828.88,11291.33,7.98,4912.68,3557,1
1063,1002,1002,1002,1002,4431,2112.35,9184.5,1.87,2493.98,9636,1
1065,1003,1003,1003,1003,4438,2417.98,8641,8.79,1379.47,1779,1
1066,1004,1004,1004,1004,4212,1578.64,519.31,4.72,2905.19,8569,1
1067,1005,1005,1005,1005,4414,919.75,4712.86,9.67,2725.77,4001,1
1068,1006,1006,1006,1006,4333,1420.25,9340.6,6.68,3979.68,7087,1
1071,1007,1007,1007,1007,4414,3111.23,10965.96,4.87,1774.06,737,1
1072,1008,1008,1008,1008,4237,366.18,4408.95,1.76,2920.52,1484,1
1073,1009,1009,1009,1009,4223,3069.72,8621.21,2.08,676.98,7775,1
1074,1010,1010,1010,1010,4443,1766.45,7041.66,6.15,4774.61,6472,1
1075,1011,1011,1011,1011,4252,1292.28,3689.22,6.52,2303.11,2273,1
1076,1012,1012,1012,1012,4291,1661.99,5236.19,9.86,2516.75,7199,1
1077,1013,1013,1013,1013,4206,3924.48,4065.75,8.72,2053.7,1875,1
1078,1014,1014,1014,1014,4430,4018.41,4618.1,8.6,1936.39,6718,1
1079,1015,1015,1015,1015,4479,527.75,9059.98,3.58,2281.83,1065,1
1080,1016,1016,1016,1016,4445,2478.42,988.23,4.71,1211.95,9571,1
1081,1017,1017,1017,1017,4550,2652.2,3681,1.92,739.4,4601,1
1082,1018,1018,1018,1018,4256,160.77,7046.78,6.23,2181.63,1394,1
1083,1019,1019,1019,1019,4469,3588.15,5045.22,1.63,3382.33,1079,1
1084,1020,1020,1020,1020,4455,1840.3,6406.02,5.02,1782.18,5130,1
1085,1021,1021,1021,1021,4194,2095.81,3668.11,6.1,539.95,7752,1
1086,1022,1022,1022,1022,4220,3053.54,292.95,3.05,2619.81,1153,1
1087,1023,1023,1023,1023,4341,2350.01,10871.8,7.98,2620.36,1277,1
1088,1024,1024,1024,1024,4456,3742.27,10030.57,7.07,844.57,4762,1
1089,1025,1025,1025,1025,4240,2983.33,4895.87,2.33,1715.46,4725,1
1090,1026,1026,1026,1026,4436,1137.91,8785.96,9.85,3946.56,6213,1
1091,1027,1027,1027,1027,4237,4353.73,5743.47,5.88,160.8,2176,1
1092,1028,1028,1028,1028,4523,1086.81,6434.2,1.24,475.26,4411,1
1093,1029,1029,1029,1029,4321,3570.53,4030.41,4.15,3503.37,8037,1
1094,1030,1030,1030,1030,4325,3963.12,12722.55,9.81,2862.4,1458,1
1095,1031,1031,1031,1031,4196,3444.53,7584.38,9.12,2894.09,8978,1
1096,1032,1032,1032,1032,4308,2114.8,6594.75,2.36,2288.44,1664,1
1097,1033,1033,1033,1033,4477,4390.99,10825.83,8.7,429.49,301,1
1098,1034,1034,1034,1034,4531,1645.22,-864.38,6.57,264.52,4982,1
1099,1035,1035,1035,1035,4467,3438.51,3850.53,1.2,1620.81,1920,1
1100,1036,1036,1036,1036,4407,4389.54,9256.25,7.82,283.28,2430,1
1102,1037,1037,1037,1037,4353,3266.65,7170.54,4.57,3395.14,7056,1
1103,1038,1038,1038,1038,4474,4505.79,13038.93,4.45,3091.38,4104,1
1104,1039,1039,1039,1039,4412,524.38,5496.39,6.37,3646.69,2570,1
1105,1040,1040,1040,1040,4275,737.31,-377.05,7.43,4760.38,8985,1
1106,1041,1041,1041,1041,4378,1897.5,7841.78,6.83,4837.23,9352,1
1107,1042,1042,1042,1042,4242,4971.61,-24.45,3.18,1427.41,9653,1
1108,1043,1043,1043,1043,4517,1127.44,5408.91,7.36,1458.1,7364,1
1109,1044,1044,1044,1044,4530,1630.35,3703.31,2.22,3716.89,9572,1
1110,1045,1045,1045,1045,4204,4177.13,7220.7,9.74,4950.04,5537,1
1112,1046,1046,1046,1046,4365,4981.07,13557.34,1.82,926.52,3857,1
1113,1047,1047,1047,1047,4307,3696.92,4806.27,6.19,3643.88,6082,1
1114,1048,1048,1048,1048,4371,4796.26,3029.1,6.19,1926.47,6392,1
1115,1049,1049,1049,1049,4257,730.55,5105.02,1.35,400.09,666,1
1116,1050,1050,1050,1050,4514,1169.86,3876.83,1.1,3743.25,3462,1
1117,1051,1051,1051,1051,4545,1860.17,10638.39,9.96,2040.67,5246,1
1118,1052,1052,1052,1052,4381,264.55,1533.94,4.51,2956.73,9385,1
1120,1053,1053,1053,1053,4367,4520.07,4040.8,5.93,4104.34,7967,1
1121,1054,1054,1054,1054,4236,223.31,3548.11,1.08,3107.17,3908,1
1122,1055,1055,1055,1055,4331,3752.3,8322.91,1.12,4679.57,6785,1
1123,1056,1056,1056,1056,4198,3591.04,3938.57,2.02,2423.96,3042,1
1124,1057,1057,1057,1057,4201,373.34,5696.63,8.22,2651.5,6890,1
1125,1058,1058,1058,1058,4281,946.3,4576.12,3.23,1520.49,9553,1
1126,1059,1059,1059,1059,4202,2279.54,11552.64,5.53,659.49,6546,1
1127,1060,1060,1060,1060,4466,3211.87,7152.33,3.01,3142.62,1092,1
1128,1061,1061,1061,1061,4227,4480.18,10229.3,5.9,1462.96,8391,1
1129,1062,1062,1062,1062,4497,2638.89,4793.22,5.58,3570.85,9393,1
1130,1063,1063,1063,1063,4471,4682.47,10806.78,4.61,3103.32,6692,1
1131,1064,1064,1064,1064,4467,959.37,686.75,4.9,1406.59,6425,1
1132,1065,1065,1065,1065,4433,3117.67,4918.64,6.88,2786.99,395,1
1133,1066,1066,1066,1066,4433,4224.76,5694.32,8.58,4941.75,8627,1
1135,1067,1067,1067,1067,4226,3944.84,-594.38,5.79,2084.02,5658,1
1136,1068,1068,1068,1068,4421,2007.44,9430.15,8.69,3437.03,3940,1
1137,1069,1069,1069,1069,4362,4998.12,-4294.95,2.51,916.51,5248,1
1138,1070,1070,1070,1070,4440,466.84,7755.57,9.82,50.73,5907,1
1139,1071,1071,1071,1071,4309,2770.83,-72.45,7.76,4197.65,6161,1
1140,1072,1072,1072,1072,4531,3917.34,10090.23,4.3,2070.77,238,1
1141,1073,1073,1073,1073,4522,3384.22,8956.63,4.38,907.54,5253,1
1142,1074,1074,1074,1074,4203,2532.87,4157.69,2.85,1576.49,951,1
1143,1075,1075,1075,1075,4463,2570.41,373.83,3.41,4613.1,3932,1
1144,1076,1076,1076,1076,4542,2033.09,5062.71,6.28,4461.94,2536,1
1145,1077,1077,1077,1077,4324,1718.08,4557.84,1.03,3254.65,4206,1
1146,1078,1078,1078,1078,4377,2972.4,4933.75,1.21,460.28,754,1
1147,1079,1079,1079,1079,4244,3744.35,6218.91,9.88,3589.95,836,1
1148,1080,1080,1080,1080,4479,1403.56,-354.18,3.12,4450.66,5748,1
1149,1081,1081,1081,1081,4316,4733.63,14126.43,8.47,4594.89,2489,1
1150,1082,1082,1082,1082,4490,1830.44,3828.67,6.51,1931.92,1543,1
1152,1083,1083,1083,1083,4521,2061.59,855.7,7.59,4804.57,704,1
1153,1084,1084,1084,1084,4289,565.59,1603.91,1.45,4052.19,5093,1
1154,1085,1085,1085,1085,4498,588.4,5026.64,7.8,2163.5,1544,1
1155,1086,1086,1086,1086,4348,3978.4,5487.17,8.71,3160.38,2275,1
1156,1087,1087,1087,1087,4212,1912.8,3816.14,3.52,1987.64,8791,1
1157,1088,1088,1088,1088,4389,1087.78,5505.83,3.71,2286.23,5201,1
1158,1089,1089,1089,1089,4254,3541.43,5659.53,1.93,1638.97,6631,1
1159,1090,1090,1090,1090,4372,4799.11,6637.85,8.7,278.13,8435,1
1160,1091,1091,1091,1091,4416,4684.64,3996.1,8.27,4985.57,6858,1
1161,1092,1092,1092,1092,4300,3619.8,-926.37,4.83,1197.72,2589,1
1162,1093,1093,1093,1093,4268,966.2,3521.12,4.4,1450.45,5597,1
1163,1094,1094,1094,1094,4434,778.92,9885.86,4.85,1624.73,5680,1
1164,1095,1095,1095,1095,4281,4356.32,-434.52,4.78,1221.4,7527,1
1165,1096,1096,1096,1096,4329,4814.44,5000.74,4.87,1629.02,3428,1
1166,1097,1097,1097,1097,4190,3115.37,4124.37,2.31,2833.25,7315,1
1167,1098,1098,1098,1098,4456,4507.26,9725.68,1.12,395.65,9095,1
1168,1099,1099,1099,1099,4240,4076.3,11840.2,7.86,357.68,4330,1
1169,1100,1100,1100,1100,4418,778.52,6524.44,4.09,2310.24,1918,1
1170,1101,1101,1101,1101,4234,1122.62,4700.17,5.42,3483.12,6326,1
1171,1102,1102,1102,1102,4288,348.12,410.87,3.77,1086.74,1800,1
1172,1103,1103,1103,1103,4261,2375.54,6297.23,4.43,2600.86,4888,1
1173,1104,1104,1104,1104,4476,1626.5,523.64,1.67,2202.35,3112,1
1174,1105,1105,1105,1105,4274,2135.97,7580.38,4.33,2261.2,515,1
1175,1106,1106,1106,1106,4370,53.23,2587,5.17,3507.98,5736,1
1176,1107,1107,1107,1107,4512,3609.01,4678.64,8.5,2985.65,2198,1
1177,1108,1108,1108,1108,4406,1010.85,6897.76,3.9,2347.98,8344,1
1178,1109,1109,1109,1109,4486,1847.65,2833.55,1.8,1351.78,717,1
1181,1110,1110,1110,1110,4517,1833.92,7166.59,9.24,2079.59,3421,1
1182,1111,1111,1111,1111,4254,4500.24,10856.63,9.63,673.7,1113,1
1183,1112,1112,1112,1112,4332,4467.09,9222.22,8.85,1590.72,7156,1
1184,1113,1113,1113,1113,4549,132.7,5483.13,3.04,3183.75,1647,1
1185,1114,1114,1114,1114,4531,158.65,1813.94,3.28,3933.87,6565,1
1186,1115,1115,1115,1115,4420,2973.89,3622.31,8.15,1177.98,2007,1
1187,1116,1116,1116,1116,4209,1032.07,4655.71,5.01,3209.15,6000,1
1188,1117,1117,1117,1117,4522,4493.57,218.46,3.68,1366.82,2955,1
1189,1118,1118,1118,1118,4381,2419.44,6650.25,3.65,2077.41,8546,1
1190,1119,1119,1119,1119,4535,1635.71,2562.29,6.2,4571.72,6130,1
1191,1120,1120,1120,1120,4484,4766.85,9162.65,9.06,505.68,4810,1
1192,1121,1121,1121,1121,4324,1596.46,8377.29,6.57,4919.67,3332,1
1193,1122,1122,1122,1122,4392,1610.93,3758.11,6.58,3212.02,2605,1
1194,1123,1123,1123,1123,4348,674.15,9403.38,7.72,3044.75,929,1
1195,1124,1124,1124,1124,4351,1119.04,5452.69,7.84,1072.49,1356,1
1196,1125,1125,1125,1125,4392,3804.85,13119.64,9.19,972.94,9349,1
1197,1126,1126,1126,1126,4277,3801.13,6586.69,2.46,4614.54,3692,1
1198,1127,1127,1127,1127,4534,1939.13,6648.49,9.86,801.34,7395,1
1199,1128,1128,1128,1128,4240,1753.38,9557.18,3.96,858.57,5886,1
1200,1129,1129,1129,1129,4373,2097.79,7701.47,3.53,3501.52,7702,1
1201,1130,1130,1130,1130,4542,1511.18,8157.51,5.59,3522.1,5507,1
1202,1131,1131,1131,1131,4474,3042.89,-164,3.38,1991.91,2945,1
1203,1132,1132,1132,1132,4439,4184.55,7536.3,3.1,4537.7,3624,1
1204,1133,1133,1133,1133,4508,56.77,5182.14,9.7,4596.13,9068,1
1205,1134,1134,1134,1134,4402,4680.68,6785.23,1.94,4206.87,281,1
1206,1135,1135,1135,1135,4478,598.59,751.84,9.91,80.3,28,1
1207,1136,1136,1136,1136,4490,4499.53,3954.11,6.6,1510.65,4504,1
1208,1137,1137,1137,1137,4195,1175.45,6595.61,9.63,1451.73,7809,1
1210,1138,1138,1138,1138,4370,3938.78,1968.08,6.84,4465.41,2522,1
1211,1139,1139,1139,1139,4447,1353.15,5613.78,6.31,4962.99,1619,1
1212,1140,1140,1140,1140,4295,151.1,1271.01,9.93,716.78,6398,1
1213,1141,1141,1141,1141,4411,3582.06,4937.57,5.64,1426.37,6767,1
1214,1142,1142,1142,1142,4502,4110.6,8727.57,2.61,133.57,6462,1
1215,1143,1143,1143,1143,4537,3402.02,2253.2,9.94,577.21,9318,1
1216,1144,1144,1144,1144,4541,1914.51,5118.39,3.91,2497.7,6250,1
1217,1145,1145,1145,1145,4306,645.69,5932.03,1.79,1839.57,3351,1
1218,1146,1146,1146,1146,4368,1741.77,9581.12,7.45,2118.66,124,1
1219,1147,1147,1147,1147,4280,1350.23,8501.6,5.01,3330.81,8203,1
1220,1148,1148,1148,1148,4339,3618.22,13508.55,4.49,488.43,5489,1
1221,1149,1149,1149,1149,4524,805.21,5812.13,6.68,4238.81,7127,1
1222,1150,1150,1150,1150,4360,4099.52,9443.55,1.48,4327.99,3017,1
1223,1151,1151,1151,1151,4483,3063.59,3685.58,7.28,814.88,5223,1
1224,1152,1152,1152,1152,4381,2418.02,6372.91,5.53,3174.14,23,1
1225,1153,1153,1153,1153,4226,1807.56,7421.27,5.41,3451.79,251,1
1226,1154,1154,1154,1154,4289,2542.39,1027.32,9.1,868.92,4975,1
1227,1155,1155,1155,1155,4483,2705.34,10389.85,8.48,1873.93,5716,1
1228,1156,1156,1156,1156,4516,1192.55,10970.78,5.78,3461.33,5869,1
1229,1157,1157,1157,1157,4220,4943.89,-3588.09,6.21,3365.26,8533,1
1230,1158,1158,1158,1158,4489,4548.64,-1142.11,8.26,4193.39,1665,1
1232,1159,1159,1159,1159,4459,1277.57,1172.44,7.04,1614.28,3635,1
1233,1160,1160,1160,1160,4287,1542.16,-1319.04,5.87,3764.24,9625,1
1234,1161,1161,1161,1161,4241,4901.04,9640.22,5.5,1243.71,4422,1
1235,1162,1162,1162,1162,4532,2041.25,7453.75,9.86,2685.45,857,1
1236,1163,1163,1163,1163,4487,4560.53,1731.27,1.16,686.39,6362,1
1237,1164,1164,1164,1164,4539,304.53,7984.9,4.73,785.18,7561,1
1238,1165,1165,1165,1165,4196,3886.21,-1281.09,9.37,1279.86,5782,1
1239,1166,1166,1166,1166,4435,3813.01,-3108.75,9.35,1469.85,1301,1
1240,1167,1167,1167,1167,4207,3258.42,-2269.05,7.73,208.91,4553,1
1241,1168,1168,1168,1168,4374,614.38,5638.73,6.33,4279.26,3639,1
1242,1169,1169,1169,1169,4419,4907.18,4322.96,7.22,219.64,3256,1
1243,1170,1170,1170,1170,4391,1071.77,10895.66,3.28,3813.94,8465,1
1244,1171,1171,1171,1171,4233,3551.46,5681.47,5.4,1434.92,5877,1
1245,1172,1172,1172,1172,4287,3759.87,-2155.39,5.82,1992.09,8099,1
1246,1173,1173,1173,1173,4252,3802,-202.63,1.57,2889.83,5102,1
1247,1174,1174,1174,1174,4349,4131.76,8824.27,8.8,1123.64,168,1
1248,1175,1175,1175,1175,4540,4945.73,13045.58,5.11,383.63,8333,1
1249,1176,1176,1176,1176,4332,488.99,8257.6,9.09,4785.56,1872,1
1250,1177,1177,1177,1177,4191,2366.22,11600.61,4.51,4141.34,3122,1
1251,1178,1178,1178,1178,4340,4874.45,13469.65,4.68,3796.88,2350,1
1252,1179,1179,1179,1179,4212,4411.61,32.44,3.2,2672.5,6484,1
1253,1180,1180,1180,1180,4416,4953.2,-4664.87,6.8,3188.21,5139,1
1254,1181,1181,1181,1181,4536,2916.35,5358.59,5.94,4321.81,6617,1
1255,1182,1182,1182,1182,4471,3367.52,9507.06,9.22,1944.37,6185,1
1256,1183,1183,1183,1183,4430,1326.38,3738.41,4.86,522.93,2264,1
1257,1184,1184,1184,1184,4330,2297.07,4774.66,6.83,4204.81,7304,1
1258,1185,1185,1185,1185,4357,114.53,1288.3,7.37,313.71,7848,1
1259,1186,1186,1186,1186,4305,3601.41,-1362.89,3.88,4592.87,4558,1
1260,1187,1187,1187,1187,4199,4630.13,7301.6,8.93,3609.65,1740,1
1261,1188,1188,1188,1188,4356,569.62,8116.56,4.43,2227.16,1248,1
1262,1189,1189,1189,1189,4279,2277.35,4854.24,6.74,3076.8,9921,1
1263,1190,1190,1190,1190,4527,3119.61,8687.7,6.54,2675.18,4105,1
1264,1191,1191,1191,1191,4544,3164.57,-2857.25,4.79,2007.83,8281,1
1265,1192,1192,1192,1192,4300,1539.59,6690.25,2.65,642.75,4007,1
1266,1193,1193,1193,1193,4369,108.73,5678.12,6.33,4041.69,3339,1
1268,1194,1194,1194,1194,4453,467.97,281.93,4.41,3512.68,1996,1
1269,1195,1195,1195,1195,4370,896.62,9063.64,5.44,1042.12,184,1
1270,1196,1196,1196,1196,4202,4814.31,13151.39,7.1,1006.51,7966,1
1271,1197,1197,1197,1197,4363,2506.86,6338.23,7.57,4194.95,19,1
1272,1198,1198,1198,1198,4275,4371.44,956.65,4.84,2736.76,7144,1
1273,1199,1199,1199,1199,4225,4485.76,8486.8,2.08,2264.29,3363,1
1274,1200,1200,1200,1200,4360,4947.32,5770.48,8.13,466.32,5269,1
1275,1201,1201,1201,1201,4283,213.1,2232.56,7.02,2130.95,7725,1
1276,1202,1202,1202,1202,4252,274.47,2058.66,8.21,3517.89,8851,1
1279,1203,1203,1203,1203,4330,1317.21,7562.14,3.36,2765.84,5542,1
1280,1204,1204,1204,1204,4323,2483.17,7982.66,3.61,1580.76,9885,1
1281,1205,1205,1205,1205,4335,3933.92,11602.38,5.83,4529.93,7434,1
1282,1206,1206,1206,1206,4453,937.1,3759.84,9.98,2962.81,4695,1
1283,1207,1207,1207,1207,4358,1436.56,-4.04,2.82,1502.25,6903,1
1284,1208,1208,1208,1208,4506,3640.35,7435.56,8.55,1569.54,3415,1
1285,1209,1209,1209,1209,4402,48.35,7902.2,1.02,645.38,5482,1
1286,1210,1210,1210,1210,4245,3789.33,-745.75,3.14,2188.18,6739,1
1287,1211,1211,1211,1211,4311,3384.63,-1259.73,4.12,342.15,3030,1
1288,1212,1212,1212,1212,4541,656.63,978.36,6.84,2203.26,1436,1
1289,1213,1213,1213,1213,4423,1226.85,7504.56,2.02,602.55,8572,1
1290,1214,1214,1214,1214,4550,86.87,4501.51,2.16,3385.87,7179,1
1291,1215,1215,1215,1215,4349,2911.25,-249.56,2.32,3255.43,914,1
1292,1216,1216,1216,1216,4312,1991.5,3254.07,6.96,4191.7,2207,1
1293,1217,1217,1217,1217,4211,2122.93,9159.11,2.03,4612.04,4181,1
1294,1218,1218,1218,1218,4407,524.89,3074.81,4.58,3269.5,1057,1
1295,1219,1219,1219,1219,4230,1768.02,4358.81,2.41,771.43,4453,1
1296,1220,1220,1220,1220,4554,4595.8,-1920.29,4.44,2541.37,9675,1
1297,1221,1221,1221,1221,4234,333.03,9534.91,7.43,4705.92,5308,1
1298,1222,1222,1222,1222,4450,4875.04,2475.62,3.5,996.38,5841,1
1299,1223,1223,1223,1223,4201,4241.57,1824.75,6.56,1946.68,6764,1
1300,1224,1224,1224,1224,4422,1022.92,2828.99,3.24,3740.27,3449,1
1301,1225,1225,1225,1225,4422,3530.06,9435.36,7.64,3816.41,6464,1
1302,1226,1226,1226,1226,4477,463.82,7560.7,7.99,4746.99,1153,1
1303,1227,1227,1227,1227,4463,806.73,8204.09,3.79,1235.84,6243,1
1304,1228,1228,1228,1228,4391,2444.93,5357.52,1.21,4291.5,9743,1
1305,1229,1229,1229,1229,4509,2008.28,5254.5,2.16,262.54,8169,1
1306,1230,1230,1230,1230,4276,4076.99,-727.18,5.42,728.99,4790,1
1307,1231,1231,1231,1231,4370,4696.88,10131.83,4.44,4715.19,6232,1
1308,1232,1232,1232,1232,4359,4714.65,7573.36,4.11,4403.77,8234,1
1309,1233,1233,1233,1233,4418,743.54,475.29,6.21,304.68,1107,1
1310,1234,1234,1234,1234,4271,3434.28,8099.39,2.45,338.14,4863,1
1311,1235,1235,1235,1235,4539,2858.23,-2739.18,5.11,1759.6,9904,1
1312,1236,1236,1236,1236,4400,1857.45,5774.06,2.83,1999.9,3323,1
1313,1237,1237,1237,1237,4355,4974.19,12496.09,9.83,2339.15,9702,1
1314,1238,1238,1238,1238,4217,2285.67,7849.64,1.44,2742.47,6362,1
1315,1239,1239,1239,1239,4211,3330,4171.43,1.14,653.15,1856,1
1316,1240,1240,1240,1240,4491,2519.18,8802.01,6.08,4932.07,3798,1
1317,1241,1241,1241,1241,4483,523.49,7528.3,1.56,4789.2,1209,1
1318,1242,1242,1242,1242,4221,714.09,1454.18,8.3,2044.23,409,1
1319,1243,1243,1243,1243,4500,3753.21,12577.74,8.38,2438.65,1315,1
1320,1244,1244,1244,1244,4534,4010.4,10485.32,4.89,1815.74,3201,1
1321,1245,1245,1245,1245,4326,1825.45,7970.7,8.55,3253.4,3687,1
1322,1246,1246,1246,1246,4482,344.13,3589.56,7.66,3496.53,2284,1
1323,1247,1247,1247,1247,4254,4785.46,-4406.92,2.22,2676.94,4181,1
1324,1248,1248,1248,1248,4538,2490.39,11514.86,8.74,4621.51,8305,1
1325,1249,1249,1249,1249,4268,679.4,10537.49,8.87,1733.44,4270,1
1326,1250,1250,1250,1250,4505,1000.31,7096.78,3.9,1300.29,9623,1
1327,1251,1251,1251,1251,4444,236.35,8922.54,7.97,3278.37,4935,1
1328,1252,1252,1252,1252,4530,3552.18,4849.66,9.08,812.9,332,1
1329,1253,1253,1253,1253,4252,3523.43,-2149.55,7.71,2886.17,6348,1
1330,1254,1254,1254,1254,4265,3016.5,11824.6,1.85,1616.43,3400,1
1331,1255,1255,1255,1255,4471,2736.04,3405.35,1.85,686.57,1500,1
1332,1256,1256,1256,1256,4490,1913.64,2936.35,9.84,1582.32,7922,1
1333,1257,1257,1257,1257,4540,4753.66,3433.13,5.87,1012.71,8073,1
1334,1258,1258,1258,1258,4224,4004.6,1609.45,6.8,3147.46,7720,1
1335,1259,1259,1259,1259,4267,4539.03,-560.93,9.21,258.57,5160,1
1336,1260,1260,1260,1260,4452,1565.18,4013.96,1.07,4091.68,613,1
1337,1261,1261,1261,1261,4242,4891.64,13691.24,4.84,2921.21,5050,1
1338,1262,1262,1262,1262,4486,835.1,6760.51,6.1,4285.36,8166,1
1339,1263,1263,1263,1263,4193,290.8,7237.71,1.02,801.36,1911,1
1340,1264,1264,1264,1264,4191,1606,11377.17,6.62,2361.14,1059,1
1341,1265,1265,1265,1265,4480,1014.42,6275.36,8.66,3339.71,8416,1
1342,1266,1266,1266,1266,4550,2592.44,-2429.83,1.49,729.14,2749,1
1344,1267,1267,1267,1267,4304,867.01,1923.07,9.8,4715.07,9704,1
1345,1268,1268,1268,1268,4304,4222.85,5475.74,9.28,3903.75,7601,1
1346,1269,1269,1269,1269,4452,2544.77,78.75,5.83,3911.04,7411,1
1348,1270,1270,1270,1270,4439,385.91,4481.93,7.94,2890.61,7779,1
1349,1271,1271,1271,1271,4484,1922.07,3703.29,8.36,3207.79,6907,1
1350,1272,1272,1272,1272,4280,4540.83,-1354.8,4.58,1044.91,4985,1
1351,1273,1273,1273,1273,4238,2544.92,292.82,5.28,2351.91,2619,1
1352,1274,1274,1274,1274,4462,704.29,3011.66,3.15,787.96,5109,1
1353,1275,1275,1275,1275,4342,1240.7,-71.59,1.46,494.25,3166,1
1354,1276,1276,1276,1276,4411,256.9,3776.78,6.38,1276.63,9034,1
1355,1277,1277,1277,1277,4331,4160.88,1427.19,3.79,2297.57,315,1
1356,1278,1278,1278,1278,4410,4730.8,5790.59,5.52,3191.22,9681,1
1357,1279,1279,1279,1279,4450,398.29,4857.34,9.66,2521.64,255,1
1358,1280,1280,1280,1280,4388,873.18,6710.36,1.57,4472.27,9313,1
1359,1281,1281,1281,1281,4272,863.63,1045.2,8.86,1634.2,9726,1
1360,1282,1282,1282,1282,4402,4020.49,-3449.96,1.78,4234.06,1509,1
1361,1283,1283,1283,1283,4496,4197.97,520.13,6.88,2178.6,9609,1
1362,1284,1284,1284,1284,4402,2102.18,10842.68,4.09,690.14,80,1
1363,1285,1285,1285,1285,4462,4846.96,5131.15,1.9,4329.2,7339,1
1364,1286,1286,1286,1286,4315,1304.79,-280.19,7.81,2446.54,6338,1
1365,1287,1287,1287,1287,4250,2630.35,2911.94,7.29,700.15,4013,1
1366,1288,1288,1288,1288,4536,4981.48,7346.3,6.76,940.79,583,1
1368,1289,1289,1289,1289,4204,2441.05,3319.73,1.21,3221.11,4208,1
1369,1290,1290,1290,1290,4549,551.54,9185.96,4.91,1815.75,1719,1
1370,1291,1291,1291,1291,4229,4522.72,13418.51,6.06,4832.09,2498,1
1371,1292,1292,1292,1292,4510,2715.21,8379.99,4.22,2692.17,8200,1
1372,1293,1293,1293,1293,4465,1548.65,2132.32,7.03,1227.24,974,1
1373,1294,1294,1294,1294,4422,2261.58,1019.26,9.09,2944.5,2290,1
1374,1295,1295,1295,1295,4510,1561.53,4207.45,7.27,4883.54,2963,1
1375,1296,1296,1296,1296,4477,2759.77,4481.62,6.12,115.66,5434,1
1377,1297,1297,1297,1297,4339,2235.46,878.09,1.99,4640.78,2872,1
1378,1298,1298,1298,1298,4251,2137.04,8307.38,6.67,122.79,1064,1
1379,1299,1299,1299,1299,4410,3084.19,8707.82,4.67,4816.74,3452,1
1380,1300,1300,1300,1300,4440,80.69,4250.26,3.87,3139.12,6906,1
1381,1301,1301,1301,1301,4200,2997.77,4510.95,5.56,1158.37,7642,1
1382,1302,1302,1302,1302,4227,2969.64,-75.65,8.24,448.42,233,1
1383,1303,1303,1303,1303,4254,1967.52,6868.28,4.71,520.67,9462,1
1384,1304,1304,1304,1304,4380,1242.03,10651.39,7.32,4188.76,3578,1
1385,1305,1305,1305,1305,4227,4197.86,3058.14,6.3,4107.15,574,1
1386,1306,1306,1306,1306,4444,1730.47,5671.39,9.25,4169.32,7993,1
1387,1307,1307,1307,1307,4458,1565.53,3941.63,5,4803.22,4823,1
1388,1308,1308,1308,1308,4433,2321.2,6435.47,8.38,1952.96,5042,1
1389,1309,1309,1309,1309,4469,1397.17,2611.4,8.58,4579.2,6193,1
1390,1310,1310,1310,1310,4481,4155.51,7571.39,5.18,807.52,7932,1
1391,1311,1311,1311,1311,4337,2829.09,11447.48,5.4,4696,163,1
1392,1312,1312,1312,1312,4232,3774.35,891.55,4,1218.26,9351,1
1393,1313,1313,1313,1313,4298,3729.46,2158.45,5.46,2040.03,7148,1
1394,1314,1314,1314,1314,4288,3943.15,-2046.83,3.24,2576.78,6779,1
1395,1315,1315,1315,1315,4232,4347.34,-720.65,8.72,4015.91,9178,1
1396,1316,1316,1316,1316,4529,4598.13,4701,3.25,1946.42,9785,1
1398,1317,1317,1317,1317,4382,2224.15,4804.7,9.06,4913.89,498,1
1399,1318,1318,1318,1318,4304,259.79,393.62,5.79,372.91,3658,1
1400,1319,1319,1319,1319,4235,4629.27,5691.86,1.95,127.95,9908,1
1401,1320,1320,1320,1320,4251,2939.85,8829.26,4.11,283.46,5497,1
1402,1321,1321,1321,1321,4303,3564.45,10198.77,7.35,4570.96,5196,1
1403,1322,1322,1322,1322,4387,2185.67,8637.32,4.65,1163.92,3830,1
1404,1323,1323,1323,1323,4441,2374.5,7818.81,4.81,218.48,3191,1
1405,1324,1324,1324,1324,4294,2720.45,7681.07,5.49,3643.82,5901,1
1406,1325,1325,1325,1325,4218,3978.83,4793.03,3,3202.16,4314,1
1407,1326,1326,1326,1326,4358,3068.71,11491.59,4.82,3958.73,5270,1
1408,1327,1327,1327,1327,4204,4057.94,9237.44,2.94,2618.6,8626,1
1409,1328,1328,1328,1328,4311,1091.26,2497.22,4.16,885.74,4225,1
1410,1329,1329,1329,1329,4546,1037.14,407.77,5.79,1453.02,9830,1
1411,1330,1330,1330,1330,4208,1042,4136.27,7.24,305.98,7439,1
1412,1331,1331,1331,1331,4526,34.17,2555.48,6.71,3519.25,9750,1
1413,1332,1332,1332,1332,4285,903.53,10130.98,6.18,3238.35,9370,1
1414,1333,1333,1333,1333,4473,602.55,5642.14,6.36,3403.09,8774,1
1415,1334,1334,1334,1334,4375,2274.23,7512.11,5.6,4888.21,6607,1
1416,1335,1335,1335,1335,4242,644.93,8013.1,6.53,301.03,138,1
