TransactionID,CustomerSK,LoanSK,CardSK,FeedbackSK,TimeSK,Transaction Amount,Account Balance After Transaction,Interest Rate,Credit Card Balance,Rewards Points,Anomaly,Isolation_Forest_Prediction,Model_Anomaly_Flag,Anomaly_Score
1523,1435,1435,1435,1435,4539,1178.84,4805.94,7.16,2192.79,3464,1,1,0,0.168770868016385
1524,1436,1436,1436,1436,4448,482.41,9064.62,9.95,3966.87,9465,1,1,0,0.0621262875285105
1525,1437,1437,1437,1437,4381,3224.98,8133.24,3.97,4449.01,9344,1,1,0,0.0828481269347857
1526,1438,1438,1438,1438,4474,1098.91,9512.73,8.2,2289.07,4238,1,1,0,0.129391079974652
1527,1439,1439,1439,1439,4371,2404.85,10107.14,3.62,4974.91,5922,1,1,0,0.0792671821834438
1528,1440,1440,1440,1440,4196,4302.61,9335.31,5.39,4898.98,7,1,1,0,0.023960046834941
1529,1441,1441,1441,1441,4342,4125.61,1054.8,2.92,1818.33,9733,1,1,0,0.0861787266650737
1530,1442,1442,1442,1442,4488,739.76,5156.49,5.62,324.09,6902,1,1,0,0.0975634663184809
1531,1443,1443,1443,1443,4451,452.77,2144,5.13,2464.43,7144,1,1,0,0.133296167680596
1532,1444,1444,1444,1444,4268,3324.61,11925.86,1.35,4897.42,1651,1,1,0,0.0419545915671481
1533,1445,1445,1445,1445,4229,1059.42,3234.16,4.44,1829.15,9639,1,1,0,0.105894333174806
1534,1446,1446,1446,1446,4378,3909.45,5169.06,1.56,1757.23,931,1,1,0,0.11573462057307
1535,1447,1447,1447,1447,4466,2178.1,1483.2,5.06,1520.03,6830,1,1,0,0.146175379286814
1536,1448,1448,1448,1448,4439,781.05,-418.73,9.82,4750.24,2890,1,1,0,0.0685659875442564
1537,1449,1449,1449,1449,4503,4871.34,-3104.4,3.64,941.45,8108,1,1,0,0.0345035902310783
1538,1450,1450,1450,1450,4298,287.51,8601.96,5.64,2176.43,2291,1,1,0,0.104668604893248
1539,1451,1451,1451,1451,4285,630.23,741.37,2.17,1022.3,198,1,1,0,0.0649789179477489
1541,1452,1452,1452,1452,4457,2268.9,-359.04,4.2,2182.46,1347,1,1,0,0.123615909317349
1542,1453,1453,1453,1453,4425,4690.88,348.56,5.41,4029.63,6895,1,1,0,0.0933243497055709
1543,1454,1454,1454,1454,4209,573.81,2705.36,7.31,38.75,355,1,1,0,0.0325009057533197
1544,1455,1455,1455,1455,4394,793.35,4191.69,5.11,2425.22,5318,1,1,0,0.148130958722087
1545,1456,1456,1456,1456,4427,19.1,1354.84,1.22,2529.61,8997,1,1,0,0.0872094768703052
1546,1457,1457,1457,1457,4210,1093.41,4511.01,3.44,379.97,5467,1,1,0,0.125851834284284
1547,1458,1458,1458,1458,4490,3289.73,431.94,1.22,4891.67,4879,1,1,0,0.0858208827809893
1548,1459,1459,1459,1459,4406,3619.42,7337.71,9.26,989.13,6935,1,1,0,0.119176997408896
1549,1460,1460,1460,1460,4310,2155.4,-1673.52,1.26,4533.11,7728,1,1,0,0.0563566951454554
1550,1461,1461,1461,1461,4485,1294.22,2741.89,1.45,1146.52,345,1,1,0,0.106295742154037
1551,1462,1462,1462,1462,4539,3584.49,3520.06,3.68,2623.13,5397,1,1,0,0.170627251455507
1552,1463,1463,1463,1463,4540,871.32,3865.29,6.69,4001.12,8107,1,1,0,0.125439431481375
1553,1464,1464,1464,1464,4451,3837.76,638.72,4.22,4748.95,8402,1,1,0,0.0835097463823298
1554,1465,1465,1465,1465,4444,3935.08,3719.29,1.55,2007.43,1840,1,1,0,0.136114083706458
1555,1466,1466,1466,1466,4200,2210.96,2292.14,8.53,350.49,9013,1,1,0,0.0903096223787321
1557,1467,1467,1467,1467,4311,3153.07,2390.19,4.57,4369.02,3629,1,1,0,0.139615948873254
1558,1468,1468,1468,1468,4376,4268.74,12300.68,7.09,2393.56,1024,1,1,0,0.0516516115444821
1559,1469,1469,1469,1469,4389,2652.24,3384.21,3.47,749.74,8909,1,1,0,0.111041296016776
1560,1470,1470,1470,1470,4244,2310.73,6570.52,5.75,2320.7,4204,1,1,0,0.167966017813476
1561,1471,1471,1471,1471,4484,4896.33,-3552.65,8.92,1112.2,7927,1,1,0,0.0246415677308403
1562,1472,1472,1472,1472,4244,2691.75,-129.49,1.97,3497.3,4212,1,1,0,0.130871613282921
1563,1473,1473,1473,1473,4521,180.74,9647.32,8.62,2037,6524,1,1,0,0.097331465820368
1564,1474,1474,1474,1474,4320,2515.23,10256.13,8.1,3640.69,8777,1,1,0,0.120465547125012
1565,1475,1475,1475,1475,4269,2231.9,3198.86,9.54,3825.02,7554,1,1,0,0.15367492347327
1566,1476,1476,1476,1476,4317,1467.6,1622.19,5.62,1871.08,3645,1,1,0,0.149107145094187
1567,1477,1477,1477,1477,4408,1593.59,243.06,3.47,3316.01,1947,1,1,0,0.130639183392558
1568,1478,1478,1478,1478,4461,4654.82,4789.7,4.18,3868.75,5289,1,1,0,0.117670524697294
1569,1479,1479,1479,1479,4450,676.65,5165.74,6.76,255.21,4889,1,1,0,0.107179326099605
1570,1480,1480,1480,1480,4440,3822.55,12225.28,2.27,965.61,6421,1,1,0,0.0832307396842376
1571,1481,1481,1481,1481,4485,4513.07,9218.8,4.17,4911.46,30,1,1,0,0.0210729647086654
1572,1482,1482,1482,1482,4512,1304.83,9588.53,7.54,36.03,1695,1,1,0,0.036622330361566
1573,1483,1483,1483,1483,4416,343.4,779.17,6.16,1564.66,8686,1,1,0,0.0823746808103599
1574,1484,1484,1484,1484,4362,1542.66,2782.85,1.56,3910.94,2844,1,1,0,0.151241148433775
1575,1485,1485,1485,1485,4442,2170.08,1668.11,5.47,1581.54,2804,1,1,0,0.15855872998259
1576,1486,1486,1486,1486,4213,4757.61,14574.92,5.72,4097.12,3517,1,1,0,0.0228226100572172
1577,1487,1487,1487,1487,4474,2156.4,5231.11,7.31,661.55,5208,1,1,0,0.151727134344827
1578,1488,1488,1488,1488,4315,469.36,3758.12,1.1,4383.95,4777,1,1,0,0.114386692272838
1579,1489,1489,1489,1489,4445,742.97,6869.16,4.86,2363.54,6839,1,1,0,0.139156322923078
1580,1490,1490,1490,1490,4478,1770.14,10589.2,8.98,184.46,6180,1,1,0,0.0827170422391533
1581,1491,1491,1491,1491,4368,929.1,9725.14,1.23,3116.53,2395,1,1,0,0.117737955314229
1582,1492,1492,1492,1492,4269,312.23,4317.89,7.05,1386.29,4255,1,1,0,0.113806364489307
1583,1493,1493,1493,1493,4286,884.55,8606.14,3.01,3502.11,4258,1,1,0,0.128157841046446
1584,1494,1494,1494,1494,4391,536.4,7106.14,4.49,4513.67,3978,1,1,0,0.105491573711619
1585,1495,1495,1495,1495,4219,1021.46,7504.78,8.96,418.24,1670,1,1,0,0.0821030241087365
1586,1496,1496,1496,1496,4250,4982.31,4287.83,4.26,1221.34,3446,1,1,0,0.0801568978407447
1587,1497,1497,1497,1497,4352,2232.59,4645.23,5.91,1955.57,631,1,1,0,0.136877706029869
1589,1498,1498,1498,1498,4332,834.76,6753.95,3.92,2027.72,9609,1,1,0,0.0917507499368654
1590,1499,1499,1499,1499,4541,4247.97,12292.1,2.27,566.4,69,1,1,0,0.00505312630926036
1591,1500,1500,1500,1500,4255,1341.86,2729.68,6.05,1488.21,7098,1,1,0,0.146912370677393
1592,1501,1501,1501,1501,4413,4912.63,7096.08,5.14,96.59,646,1,1,0,0.000301104454134893
1593,1502,1502,1502,1502,4409,4185.17,3272.85,3.38,955.93,4395,1,1,0,0.128000024420357
1594,1503,1503,1503,1503,4530,4754.85,1209.26,10,3048.6,9105,1,1,0,0.0958318307916045
1595,1504,1504,1504,1504,4462,3344.83,5648.33,2.38,843.9,8780,1,1,0,0.118211213430529
1596,1505,1505,1505,1505,4208,3293.88,3290.92,8.43,4585.82,7052,1,1,0,0.130190077295669
1597,1506,1506,1506,1506,4459,4207.07,-3940.48,1.32,3566.45,7949,1,1,0,0.0472343479333631
1598,1507,1507,1507,1507,4238,3579.66,6090.19,8.62,3441.12,2937,1,1,0,0.157331677038444
1599,1508,1508,1508,1508,4496,3034.88,9006.68,5.29,2236.14,5519,1,1,0,0.149270008624545
1600,1509,1509,1509,1509,4223,1797.76,7796.94,8.45,3901.68,3261,1,1,0,0.149601713469066
1601,1510,1510,1510,1510,4429,1122.11,10223.8,7.72,937.23,4028,1,1,0,0.106471196182882
1602,1511,1511,1511,1511,4273,3913.4,2758.31,6.15,2217.03,93,1,1,0,0.0956246876714196
1603,1512,1512,1512,1512,4365,1936.39,6781.67,4.34,4969.11,2572,1,1,0,0.111531404212954
1604,1513,1513,1513,1513,4512,315.41,846.71,6.99,1433.78,3888,1,1,0,0.109096420988596
1605,1514,1514,1514,1514,4503,2403.31,7222.46,8.49,2025.69,9213,1,1,0,0.120775869663135
1606,1515,1515,1515,1515,4523,3290.98,4168.01,5.53,1101.68,3346,1,1,0,0.149770040981595
1607,1516,1516,1516,1516,4338,124.96,1910.93,4.73,379.17,3143,1,1,0,0.061395919769999
1609,1517,1517,1517,1517,4346,1131.17,6086.18,9.07,726.32,4899,1,1,0,0.150722784538265
1610,1518,1518,1518,1518,4421,1119.56,2984.42,3.41,2558.2,9607,1,1,0,0.102393165220001
1611,1519,1519,1519,1519,4396,2818.78,114.22,2.11,3763.47,2205,1,1,0,0.129606637979462
1612,1520,1520,1520,1520,4361,1693.1,8247.64,1.6,4240.67,3077,1,1,0,0.136632996414726
1613,1521,1521,1521,1521,4355,2258.41,3623.39,7.76,840.09,4330,1,1,0,0.151357295971922
1615,1522,1522,1522,1522,4204,4605.91,13380.46,2.08,1797.4,5122,1,1,0,0.0559796850246469
1616,1523,1523,1523,1523,4221,1032.45,5881.45,5.77,2239.43,9367,1,1,0,0.10738363373243
1617,1524,1524,1524,1524,4229,2326.89,821.67,2.37,2912.4,6935,1,1,0,0.147911233289667
1619,1525,1525,1525,1525,4401,1033.78,8504.03,8.05,4208.14,5667,1,1,0,0.11796773983653
1621,1526,1526,1526,1526,4447,98.64,915.66,1.25,2364.59,1071,1,1,0,0.0710595680270808
1622,1527,1527,1527,1527,4422,527.63,6484.87,2.74,1587.95,4594,1,1,0,0.129165608818363
1623,1528,1528,1528,1528,4211,1380.21,3058.77,4.6,2484.76,5631,1,1,0,0.163112419669409
1624,1529,1529,1529,1529,4343,2052.19,11871.22,3.18,3271.69,6948,1,1,0,0.109593187387679
1625,1530,1530,1530,1530,4325,2972.93,-301.81,7.5,3501.67,9023,1,1,0,0.0974959754471516
1627,1531,1531,1531,1531,4290,1355.78,7950.63,3.16,132.76,9544,1,1,0,0.057864010089236
1628,1532,1532,1532,1532,4270,3498.41,10442.79,3.42,3565.13,4333,1,1,0,0.128976817154247
1629,1533,1533,1533,1533,4310,4545.95,8902.9,6.04,1599.05,421,1,1,0,0.0581761041340936
1630,1534,1534,1534,1534,4324,686.22,149.66,7.77,4394.16,9877,1,1,0,0.036023929553289
1631,1535,1535,1535,1535,4408,2367.85,7434.22,9.63,2108.29,724,1,1,0,0.126943404480007
1632,1536,1536,1536,1536,4423,1484.14,3480.25,3.7,3978.65,2830,1,1,0,0.151852267522442
1633,1537,1537,1537,1537,4407,2644.57,10364.8,9.2,1836.02,111,1,1,0,0.0693154677319327
1634,1538,1538,1538,1538,4528,604.46,857.52,2.64,1854.21,6218,1,1,0,0.121486975904873
1635,1539,1539,1539,1539,4454,1362.48,1521.37,1.37,3812.82,9306,1,1,0,0.0973747679530973
1636,1540,1540,1540,1540,4424,3547.22,9190.1,8.13,2697.61,9340,1,1,0,0.104048784921227
1638,1541,1541,1541,1541,4254,3112.01,12698.85,1.69,4197.47,9949,1,1,0,0.0353053181184418
1639,1542,1542,1542,1542,4435,4722.85,3769.23,1.64,3149.65,5046,1,1,0,0.124551276622815
1640,1543,1543,1543,1543,4338,3267.97,5957.75,1.12,3172.25,523,1,1,0,0.1323820862062
1641,1544,1544,1544,1544,4366,3735.5,2707.4,3.76,3918.93,7779,1,1,0,0.121674373913399
1642,1545,1545,1545,1545,4222,1793.56,473.71,7.62,3152.47,1941,1,1,0,0.142745874977704
1643,1546,1546,1546,1546,4334,857.64,4375.5,6.99,1290.63,3406,1,1,0,0.138943697228647
1644,1547,1547,1547,1547,4458,3292.81,4385.97,10,51.64,9055,1,1,0,0.0635971323077343
1645,1548,1548,1548,1548,4430,4596.24,5336.95,6.35,3943.33,6590,1,1,0,0.112281732740214
1646,1549,1549,1549,1549,4488,4909.69,3735.17,1.99,4786.85,8618,1,1,0,0.0651532557690961
1647,1550,1550,1550,1550,4302,2255.73,8606.1,9.81,3597.05,1373,1,1,0,0.127115606708539
1648,1551,1551,1551,1551,4518,2703.14,4560.22,7.24,4130.71,5974,1,1,0,0.161811016983569
1649,1552,1552,1552,1552,4510,1562.96,8536.48,4.37,4318.9,1551,1,1,0,0.105086787856922
1650,1553,1553,1553,1553,4229,3365.85,5127,3.22,1264.63,6438,1,1,0,0.157441965609415
1651,1554,1554,1554,1554,4351,3828.45,4794.91,3,1784.36,1291,1,1,0,0.125786104439406
1652,1555,1555,1555,1555,4225,215.57,4048.31,9.61,3669.93,4205,1,1,0,0.111333398844255
1653,1556,1556,1556,1556,4554,4234.68,9310.58,4.77,2197.26,2528,1,1,0,0.120151538056981
1654,1557,1557,1557,1557,4395,2573.85,2937.46,5.38,3184.32,5043,1,1,0,0.173946455361047
1655,1558,1558,1558,1558,4424,2902.78,6528.52,8.53,1345.98,7345,1,1,0,0.150655765917346
1656,1559,1559,1559,1559,4296,1039.07,-518.68,9.67,3574.54,1373,1,1,0,0.0966262260145705
1657,1560,1560,1560,1560,4274,61.4,8615.89,1.04,2970.73,6072,1,1,0,0.096364179145905
1659,1561,1561,1561,1561,4413,4642.72,948.1,1.68,4617.51,7074,1,1,0,0.0832306048670085
1660,1562,1562,1562,1562,4229,3873.96,-602.69,8.53,2806.28,6025,1,1,0,0.142009188606736
1661,1563,1563,1563,1563,4282,2373.25,8845.09,9.55,1258.41,6257,1,1,0,0.139011742740164
1662,1564,1564,1564,1564,4461,1594.93,4904.56,6.05,1945.51,657,1,1,0,0.130593526643768
1663,1565,1565,1565,1565,4542,788.83,1185.18,5.97,3691.06,8832,1,1,0,0.105987336106116
1664,1566,1566,1566,1566,4495,413.79,7216.15,7.02,2108.03,428,1,1,0,0.0937879730234439
1665,1567,1567,1567,1567,4423,2291.95,448.44,4.18,4111.31,770,1,1,0,0.096675315053666
1666,1568,1568,1568,1568,4232,3963.31,10882.3,2.49,1193.68,2860,1,1,0,0.0932733840679773
1667,1569,1569,1569,1569,4532,3632.35,9790.59,1.6,3856,6725,1,1,0,0.124812491525248
1668,1570,1570,1570,1570,4322,3782.11,10970.03,8.93,3924.56,7641,1,1,0,0.105716681341629
1669,1571,1571,1571,1571,4254,602.06,897.09,5.93,921.27,8853,1,1,0,0.0766090010625723
1670,1572,1572,1572,1572,4540,4315.12,-2974,7.25,441.66,5587,1,1,0,0.0612357273668115
1671,1573,1573,1573,1573,4271,4021.82,4396.17,3.99,3006.95,8796,1,1,0,0.12658146160588
1672,1574,1574,1574,1574,4338,479.5,3389.66,8.26,3873.17,346,1,1,0,0.0879967137190603
1673,1575,1575,1575,1575,4260,1789.1,10172.61,4.15,4688.47,5078,1,1,0,0.0840963508895858
1674,1576,1576,1576,1576,4510,1882.37,2602.85,1.27,3412.46,7946,1,1,0,0.147109853479288
1675,1577,1577,1577,1577,4468,3678.21,11394.99,4.03,3415.77,2832,1,1,0,0.104601345653402
1676,1578,1578,1578,1578,4280,4303.81,5233.1,8.65,2168.17,4715,1,1,0,0.137901631954953
1677,1579,1579,1579,1579,4444,1884.87,2851.56,8.88,1584.33,7204,1,1,0,0.152268135268802
1678,1580,1580,1580,1580,4351,662.89,10044.87,9.41,2112.11,6644,1,1,0,0.113982697585586
1679,1581,1581,1581,1581,4502,421.98,447.03,5.5,3483.71,6885,1,1,0,0.101468835759586
1680,1582,1582,1582,1582,4461,3197.82,373.74,9.61,4918.21,6609,1,1,0,0.0710238504808
1681,1583,1583,1583,1583,4549,2494.91,7726.56,5.49,3427.38,483,1,1,0,0.118968846606232
1682,1584,1584,1584,1584,4529,4511.22,4493.41,2.39,2897.13,9098,1,1,0,0.116754734245923
1683,1585,1585,1585,1585,4365,4768.11,-1375.3,5.52,2058.55,5463,1,1,0,0.0835988558378943
1684,1586,1586,1586,1586,4470,4491.31,3598.4,8.82,1939.48,9549,1,1,0,0.1001637530077
1685,1587,1587,1587,1587,4385,387.41,7597.32,8.07,2161.05,4735,1,1,0,0.127388621342025
1686,1588,1588,1588,1588,4349,1428.48,1711.49,4.91,2466.41,4642,1,1,0,0.157113755146581
1687,1589,1589,1589,1589,4490,1201.65,4675.7,2.91,2164.2,3537,1,1,0,0.16908215916318
1689,1590,1590,1590,1590,4357,4592.18,2368.15,9.38,87.1,2866,1,1,0,0.0574694905324756
1690,1591,1591,1591,1591,4330,4474.98,1199.73,2.6,2813.48,4356,1,1,0,0.135134848877179
1691,1592,1592,1592,1592,4450,1959.93,-325.9,8.44,4220.77,5403,1,1,0,0.114526870713254
1692,1593,1593,1593,1593,4334,4793.96,11032.66,2.33,2179.52,8579,1,1,0,0.0725522706844166
1693,1594,1594,1594,1594,4428,2821.09,7857.72,9.28,4353.56,672,1,1,0,0.101386880454894
1694,1595,1595,1595,1595,4260,2175.82,-1159.18,7.24,2992.02,3418,1,1,0,0.120781699335139
1695,1596,1596,1596,1596,4376,2752.75,6788.91,1.98,1385.87,8313,1,1,0,0.146217870109654
1696,1597,1597,1597,1597,4224,2116.06,6248.02,2.82,1081.78,7318,1,1,0,0.142280381300088
1697,1598,1598,1598,1598,4373,1466.52,2269.66,9.34,220.38,7348,1,1,0,0.101086090587448
1698,1599,1599,1599,1599,4333,913.7,8405.85,5.57,3518.41,2750,1,1,0,0.125906467166243
1699,1600,1600,1600,1600,4497,2308.52,6866.59,5.08,3253.99,259,1,1,0,0.124288661150944
1700,1601,1601,1601,1601,4344,2658.58,3176.19,1.52,3914.5,932,1,1,0,0.129058254089556
1701,1602,1602,1602,1602,4379,4109.89,-2015.25,1.76,4778.83,2933,1,1,0,0.0587973833397364
1702,1603,1603,1603,1603,4451,2372.16,9426,7.22,1643.1,4980,1,1,0,0.147001172818462
1703,1604,1604,1604,1604,4292,4148.76,13501.04,7.99,1211.93,2652,1,1,0,0.0474824695128218
1704,1605,1605,1605,1605,4469,4773.71,3475.13,8.8,1387.4,9600,1,1,0,0.0786437197434771
1705,1606,1606,1606,1606,4432,3610.22,-719.43,5.53,2775.37,5993,1,1,0,0.141746952722832
1706,1607,1607,1607,1607,4276,607.38,-176.34,3.96,2326.99,2179,1,1,0,0.0992426248025189
1707,1608,1608,1608,1608,4322,2311.71,2469.88,6.63,447.71,8081,1,1,0,0.118092745317227
1708,1609,1609,1609,1609,4388,4284.98,5295.4,6.57,1096.81,1030,1,1,0,0.102078669637908
1709,1610,1610,1610,1610,4275,2463.29,65.14,1.31,2777.8,6912,1,1,0,0.13803910576936
1710,1611,1611,1611,1611,4282,4055.53,10492.49,9.45,4872.86,7926,1,1,0,0.0700480863698341
1711,1612,1612,1612,1612,4370,3881.71,1118.98,6.78,3819.45,2137,1,1,0,0.123067984317954
1713,1613,1613,1613,1613,4224,1654.15,7652.48,9.64,3605.25,837,1,1,0,0.120922027109393
1714,1614,1614,1614,1614,4287,3821.92,5832.29,9.57,4936.57,5092,1,1,0,0.101861223416317
1715,1615,1615,1615,1615,4336,804.3,4121.73,9.51,1248.32,3098,1,1,0,0.138350976674696
1716,1616,1616,1616,1616,4223,2119.72,7897.32,9,4576.76,1466,1,1,0,0.117904046862625
1717,1617,1617,1617,1617,4400,695.41,2591.82,2.66,3342.99,5220,1,1,0,0.145690978330662
1718,1618,1618,1618,1618,4358,1186.16,8268.6,9.79,2990.17,437,1,1,0,0.108075403634711
1719,1619,1619,1619,1619,4311,1435.25,7250.81,7.86,3507.88,8606,1,1,0,0.129724566917985
1720,1620,1620,1620,1620,4498,2656.02,2804.62,6.77,2846.06,3575,1,1,0,0.175115161037775
1721,1621,1621,1621,1621,4397,4560.4,3274.84,9.48,1801.69,2803,1,1,0,0.116922415540294
1722,1622,1622,1622,1622,4315,1933.93,-1230.41,4.43,4067.78,2899,1,1,0,0.100277921187572
1723,1623,1623,1623,1623,4381,4251.33,5873.78,9.38,1857.6,8423,1,1,0,0.117101642892069
1724,1624,1624,1624,1624,4251,3478.94,8152.99,6.45,2153.15,3395,1,1,0,0.15710887762616
1725,1625,1625,1625,1625,4244,3904.46,5313.64,6.21,3943.33,9100,1,1,0,0.105640657301277
1726,1626,1626,1626,1626,4537,3813.41,1549.35,6.81,4870.25,163,1,1,0,0.0553901536451281
1727,1627,1627,1627,1627,4200,1517.57,5897.36,7.79,1569.79,3372,1,1,0,0.160223434153873
1728,1628,1628,1628,1628,4429,1188.89,4852.17,5,4898.59,2708,1,1,0,0.120669872897898
1729,1629,1629,1629,1629,4497,4888.14,6220.35,9.83,4440,2545,1,1,0,0.0799637425184528
1730,1630,1630,1630,1630,4413,3691.76,10263.2,1.8,990.49,6764,1,1,0,0.0978381708682425
1731,1631,1631,1631,1631,4215,1835.23,-804.42,9.22,802.87,8693,1,1,0,0.0719586821236851
1732,1632,1632,1632,1632,4519,2776.37,3033.88,6.92,4092.89,9970,1,1,0,0.102055279467357
1733,1633,1633,1633,1633,4532,3881.6,11054.06,9.19,332.61,7918,1,1,0,0.07432818213964
1734,1634,1634,1634,1634,4237,288.28,4462.2,4.32,4922.46,7245,1,1,0,0.070865521136609
1735,1635,1635,1635,1635,4490,504.17,9622.11,8.46,1026.27,764,1,1,0,0.0620211462881684
1736,1636,1636,1636,1636,4478,135.15,1740.27,6.54,118.25,702,1,1,0,0.0151897013761541
1737,1637,1637,1637,1637,4267,828.69,2621.18,8.48,3323.8,8572,1,1,0,0.120055677146876
1738,1638,1638,1638,1638,4198,605.58,4611.87,3.93,2848.34,1440,1,1,0,0.121570254967622
1739,1639,1639,1639,1639,4523,2320.63,11644.02,9.26,4556.12,7455,1,1,0,0.0743362720964148
1740,1640,1640,1640,1640,4417,1443.13,2524.79,9.32,687.2,3786,1,1,0,0.131886847842266
1741,1641,1641,1641,1641,4436,237.49,9508.85,5.27,928.24,719,1,1,0,0.0497210293241962
1742,1642,1642,1642,1642,4294,2252.72,9218.12,4.6,3651.55,6006,1,1,0,0.138770653599443
1743,1643,1643,1643,1643,4191,2897.1,4950.2,6.18,1954.68,117,1,1,0,0.120810140945826
1745,1644,1644,1644,1644,4353,1309.14,7075.19,5.47,174.36,4471,1,1,0,0.109819314105626
1746,1645,1645,1645,1645,4224,1958.37,8410.73,9.07,4037.71,2445,1,1,0,0.139706697987538
1747,1646,1646,1646,1646,4253,2604.29,8436.3,4.29,1317.18,7400,1,1,0,0.130769593183081
1748,1647,1647,1647,1647,4295,2185.78,5684.32,7.62,2664.92,9506,1,1,0,0.13220647869046
1749,1648,1648,1648,1648,4433,475.44,2331.28,6.61,3471.55,7540,1,1,0,0.130214346032981
1750,1649,1649,1649,1649,4542,2289.62,10191.29,3.35,830.34,6919,1,1,0,0.104370536751533
1751,1650,1650,1650,1650,4198,3604.46,10768.56,5.79,394.26,2157,1,1,0,0.0603012690972757
1752,1651,1651,1651,1651,4394,4101.79,10162.25,8.67,2.11,8998,1,1,0,0.0292578806927589
1753,1652,1652,1652,1652,4232,2203.3,-1719.26,5.99,288.83,1524,1,1,0,0.0588064985339106
1754,1653,1653,1653,1653,4455,4969.03,2798.96,7.27,4554.46,4853,1,1,0,0.0671445541469994
1755,1654,1654,1654,1654,4374,4215.86,5626.88,7.98,2596.29,5998,1,1,0,0.141334402172256
1756,1655,1655,1655,1655,4222,1084.77,10708.29,1.44,323.82,6400,1,1,0,0.0758814406046453
1757,1656,1656,1656,1656,4243,2289.28,3196.06,1.46,4982.27,8011,1,1,0,0.10336344152126
1758,1657,1657,1657,1657,4421,1484.37,5746.36,2.03,452.7,9886,1,1,0,0.0796040461463524
1759,1658,1658,1658,1658,4458,2755.7,912.51,2.47,4590.87,6191,1,1,0,0.117266232984098
1760,1659,1659,1659,1659,4341,1128.35,8511.68,8.3,1095.64,7197,1,1,0,0.13037958062906
1761,1660,1660,1660,1660,4251,185.79,5051.84,4.92,3513.49,3686,1,1,0,0.112262745444856
1762,1661,1661,1661,1661,4357,4522.87,10854.97,2.67,1166.25,6159,1,1,0,0.095186173849901
1763,1662,1662,1662,1662,4504,2603.61,-1756.79,5.79,4960.47,4350,1,1,0,0.0514735565434443
1765,1663,1663,1663,1663,4253,599.58,-461.5,2.26,1753.21,8063,1,1,0,0.0693803500049941
1766,1664,1664,1664,1664,4249,765.9,8651.58,4.1,681.34,8983,1,1,0,0.0804060316269418
1767,1665,1665,1665,1665,4468,1140.16,4585.52,2.75,2474.34,234,1,1,0,0.117998087184095
1770,1666,1666,1666,1666,4506,3255.56,10017.24,8.03,4271.94,9329,1,1,0,0.0789271311967138
1771,1667,1667,1667,1667,4489,284.47,7614.75,2.87,4290.77,7768,1,1,0,0.0932865602333977
1773,1668,1668,1668,1668,4232,3619.04,6210.51,9.2,899.7,5711,1,1,0,0.140058508801047
1774,1669,1669,1669,1669,4507,1618.71,4598.63,4,3195.5,4370,1,1,0,0.16487963846814
1775,1670,1670,1670,1670,4538,2467.88,1369.73,5.52,3008.84,18,1,1,0,0.101574286722261
1776,1671,1671,1671,1671,4301,3560.04,2189.4,1.91,4032.65,7712,1,1,0,0.126863632467364
1777,1672,1672,1672,1672,4519,4825.28,6691.66,5.32,3873.97,8489,1,1,0,0.0803258769333101
1778,1673,1673,1673,1673,4412,1672.74,875.2,3,1078.72,4345,1,1,0,0.132119094865542
1779,1674,1674,1674,1674,4384,3724.44,-2775.22,8.56,1719.69,4018,1,1,0,0.0941493221414349
1780,1675,1675,1675,1675,4370,3739.54,12543.95,7.42,2828.44,7223,1,1,0,0.101874688804744
1781,1676,1676,1676,1676,4360,2718.08,-127.24,6.97,4313.79,820,1,1,0,0.0838575953985256
1782,1677,1677,1677,1677,4549,4068.69,11491.82,8.03,2626.04,982,1,1,0,0.0705223270676394
1783,1678,1678,1678,1678,4446,2685.22,5499.79,3.64,3451.71,7375,1,1,0,0.158020972050436
1784,1679,1679,1679,1679,4238,3128.75,4674.04,5.08,1928.13,3881,1,1,0,0.173323809536387
1785,1680,1680,1680,1680,4237,4187.74,5358.27,1.78,486.64,3768,1,1,0,0.110967613159754
1786,1681,1681,1681,1681,4416,2386.57,11002.99,1.61,2210.39,3875,1,1,0,0.126904730584935
1787,1682,1682,1682,1682,4396,2395,-1109.61,3.96,798,6544,1,1,0,0.096033304641285
1788,1683,1683,1683,1683,4415,2959.28,-1996.5,8.4,1791.7,4241,1,1,0,0.111851750381594
1789,1684,1684,1684,1684,4370,4022.93,-3830.32,6.38,1515.16,7171,1,1,0,0.066101385074659
1790,1685,1685,1685,1685,4200,644.66,4372.42,4.82,1226.7,434,1,1,0,0.0945236289161762
1791,1686,1686,1686,1686,4506,3858.37,5574.23,9.7,3427.91,2451,1,1,0,0.146999486066476
1792,1687,1687,1687,1687,4310,1480.85,7614.78,4.98,1004.34,450,1,1,0,0.0972919793986962
1793,1688,1688,1688,1688,4277,364.46,1603.48,5.22,3385.39,5351,1,1,0,0.133315817951962
1794,1689,1689,1689,1689,4290,3962.96,-3739.26,9.93,194.1,5851,1,1,0,0.0470783535237631
1795,1690,1690,1690,1690,4288,734.26,6800.71,2.18,3371.65,4975,1,1,0,0.147328190905507
1796,1691,1691,1691,1691,4211,1074.18,2059.95,3.3,212.66,1816,1,1,0,0.0842843294921494
1797,1692,1692,1692,1692,4293,3533.78,4829.52,5.08,890.08,9086,1,1,0,0.112803595784655
